,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamento,aumento_reducao_caixa_equivalentes,datas,tic
50,815.37,-829.02,-89.29,-117.85,31/03/2012,GGBR4
51,1330.0,-694.22,-432.72,198.0,31/12/2011,GGBR4
52,337.69,-662.91,280.22,96.19,30/09/2011,GGBR4
53,-874.09,-375.65,1380.0,103.94,30/06/2011,GGBR4
54,913.16,-378.38,-502.41,17.43,31/03/2011,GGBR4
0,6130.0,-1710.0,-930.71,3400.0,30/09/2024,GOAU4
1,1930.0,-1260.0,85.79,1150.0,30/06/2024,GOAU4
2,824.31,362.64,-509.09,737.48,31/03/2024,GOAU4
3,4300.0,-1970.0,-1610.0,91.12,31/12/2023,GOAU4
4,2360.0,-1510.0,-548.3,358.49,30/09/2023,GOAU4
5,3240.0,-1210.0,-1970.0,-25.84,30/06/2023,GOAU4
6,1960.0,-1070.0,-711.03,106.02,31/03/2023,GOAU4
7,1210.0,-1730.0,-2900.0,-3710.0,31/12/2022,GOAU4
8,3470.0,-1140.0,-2150.0,408.91,30/09/2022,GOAU4
9,3990.0,-975.2,-2720.0,878.58,30/06/2022,GOAU4
10,2320.0,-615.8,-310.98,735.44,31/03/2022,GOAU4
11,8620.0,-1100.0,-7340.0,186.59,31/12/2021,GOAU4
12,2570.0,-824.88,-896.37,949.87,30/09/2021,GOAU4
13,554.09,-597.47,-963.15,-1220.0,30/06/2021,GOAU4
14,1440.0,-471.57,-1460.0,-375.34,31/03/2021,GOAU4
15,1110.0,-1060.0,597.42,446.09,31/12/2020,GOAU4
16,2480.0,-342.13,-2020.0,107.46,30/09/2020,GOAU4
17,166.34,-278.98,214.69,247.79,30/06/2020,GOAU4
18,1160.0,-549.52,192.78,1170.0,31/03/2020,GOAU4
19,-221.35,-499.99,1080.0,350.17,31/12/2019,GOAU4
20,1630.0,-560.73,-578.13,540.6,30/09/2019,GOAU4
21,613.49,-538.96,-267.48,-191.03,30/06/2019,GOAU4
22,-420.19,-299.78,-207.39,-949.24,31/03/2019,GOAU4
23,1740.0,1480.0,-3020.0,95.82,31/12/2018,GOAU4
24,23.9,502.05,-485.5,157.38,30/09/2018,GOAU4
25,445.17,286.01,-728.99,259.83,30/06/2018,GOAU4
26,-170.87,111.29,-59.32,-177.25,31/03/2018,GOAU4
27,2310.0,-279.27,-2870.0,-707.62,31/12/2017,GOAU4
28,-199.12,-44.6,-666.89,-1040.0,30/09/2017,GOAU4
29,-19.57,-159.47,-109.61,-170.65,30/06/2017,GOAU4
30,-40.17,-52.15,-457.37,-663.83,31/03/2017,GOAU4
31,1560.0,608.58,-992.86,1150.0,31/12/2016,GOAU4
32,287.99,-186.27,5.81,141.13,30/09/2016,GOAU4
33,544.84,-337.98,-736.17,-919.48,30/06/2016,GOAU4
34,929.4,-512.28,-1020.0,-916.91,31/03/2016,GOAU4
35,1870.0,-538.19,-832.96,387.42,31/12/2015,GOAU4
36,2920.0,-534.88,-1530.0,1500.0,30/09/2015,GOAU4
37,1330.0,-676.05,-266.48,194.29,30/06/2015,GOAU4
38,659.83,-672.54,143.06,484.78,31/03/2015,GOAU4
39,532.92,194.85,-701.49,204.91,31/12/2014,GOAU4
40,690.04,-390.98,-174.26,278.48,30/09/2014,GOAU4
41,1120.0,-421.48,72.99,756.78,30/06/2014,GOAU4
42,198.88,-723.11,366.27,-228.21,31/03/2014,GOAU4
43,789.13,-656.6,-51.92,133.79,31/12/2013,GOAU4
44,1820.0,-812.73,-265.91,726.22,30/09/2013,GOAU4
45,947.11,-725.54,-93.45,179.47,30/06/2013,GOAU4
46,398.41,-508.69,-250.55,-377.57,31/03/2013,GOAU4
47,1160.0,-733.17,-658.06,-228.16,31/12/2012,GOAU4
48,1320.0,-890.03,-439.4,1.52,30/09/2012,GOAU4
49,951.81,-985.81,248.16,305.36,30/06/2012,GOAU4
50,841.77,-829.02,-115.85,-118.01,31/03/2012,GOAU4
51,1330.0,-694.22,-429.2,197.75,31/12/2011,GOAU4
52,335.17,-662.91,282.21,95.65,30/09/2011,GOAU4
53,-868.68,-375.65,1380.0,104.24,30/06/2011,GOAU4
54,914.72,-378.38,-504.26,17.13,31/03/2011,GOAU4
0,479.34,-461.19,-675.87,-684.3,30/09/2024,GOLL4
1,-556.89,-625.58,1440.0,501.72,30/06/2024,GOLL4
2,-694.92,-130.76,2190.0,1380.0,31/03/2024,GOLL4
3,143.94,-256.4,19.72,-199.21,31/12/2023,GOLL4
4,690.54,-204.97,-192.43,270.02,30/09/2023,GOLL4
5,675.96,-233.3,-449.78,-33.34,30/06/2023,GOLL4
6,311.3,-177.33,-3.97,117.42,31/03/2023,GOLL4
7,982.49,-101.83,-845.58,19.86,31/12/2022,GOLL4
8,465.39,-233.46,-467.18,-244.89,30/09/2022,GOLL4
9,297.41,-257.95,200.95,258.83,30/06/2022,GOLL4
10,423.48,-194.28,-561.74,-351.02,31/03/2022,GOLL4
11,503.16,-289.97,-768.22,-557.1,31/12/2021,GOLL4
12,374.58,-354.35,261.39,283.09,30/09/2021,GOLL4
13,-176.82,485.34,99.06,355.56,30/06/2021,GOLL4
14,4.64,-20.64,-264.26,-258.12,31/03/2021,GOLL4
15,253.14,152.23,-243.65,164.08,31/12/2020,GOLL4
16,-288.5,1290.0,-920.53,82.86,30/09/2020,GOLL4
17,-301.32,-25.99,84.67,-243.14,30/06/2020,GOLL4
18,1090.0,-1390.0,-856.0,-986.4,31/03/2020,GOLL4
19,356.29,459.52,-398.91,385.96,31/12/2019,GOLL4
20,1310.0,-665.57,-441.3,262.98,30/09/2019,GOLL4
21,389.07,-801.41,-470.81,-884.15,30/06/2019,GOLL4
22,406.04,252.86,418.85,1050.0,31/03/2019,GOLL4
23,814.15,-423.36,-327.45,135.75,31/12/2018,GOLL4
24,491.82,-261.72,-159.17,75.12,30/09/2018,GOLL4
25,724.23,-374.81,-245.95,82.88,30/06/2018,GOLL4
26,51.67,-527.37,-20.63,-494.42,31/03/2018,GOLL4
27,-475.73,108.58,801.84,424.66,31/12/2017,GOLL4
28,684.7,-611.18,-71.7,33.49,30/09/2017,GOLL4
29,416.93,-95.49,-140.27,182.6,30/06/2017,GOLL4
30,46.86,38.29,-230.19,-176.1,31/03/2017,GOLL4
31,363.06,-203.94,-79.66,78.53,31/12/2016,GOLL4
32,160.88,-43.97,-242.13,-123.65,30/09/2016,GOLL4
33,-370.0,372.0,-353.0,-360.0,30/06/2016,GOLL4
34,-175.0,468.0,-388.0,-105.0,31/03/2016,GOLL4
35,-511.97,-491.04,-306.83,-1380.0,31/12/2015,GOLL4
36,-643.56,-320.43,1290.0,829.98,30/09/2015,GOLL4
37,30.32,-174.73,-166.91,-333.38,30/06/2015,GOLL4
38,525.75,-272.96,-68.13,57.52,31/03/2015,GOLL4
39,286.27,-137.02,-167.15,-43.5,31/12/2014,GOLL4
40,,-218.63,-299.05,-508.12,30/09/2014,GOLL4
41,224.03,-10.84,158.47,324.84,30/06/2014,GOLL4
42,459.14,95.39,-1.86,489.9,31/03/2014,GOLL4
43,247.79,-72.78,-160.73,6.35,31/12/2013,GOLL4
44,740.93,-147.4,-118.08,467.21,30/09/2013,GOLL4
45,-610.13,6.2,903.16,296.12,30/06/2013,GOLL4
46,25.3,-104.96,182.82,90.42,31/03/2013,GOLL4
47,-182.61,-71.6,-28.94,-275.01,31/12/2012,GOLL4
48,-61.86,17.75,113.45,67.28,30/09/2012,GOLL4
49,19.96,-345.62,-2.39,-331.35,30/06/2012,GOLL4
50,357.8,-190.98,-86.5,84.34,31/03/2012,GOLL4
51,-819.29,543.07,210.75,-72.39,31/12/2011,GOLL4
52,231.76,-505.46,-64.12,-340.8,30/09/2011,GOLL4
53,-122.99,-359.1,327.0,-154.14,30/06/2011,GOLL4
54,107.99,-147.68,-119.09,-158.24,31/03/2011,GOLL4
0,723.78,513.12,-1170.0,69.16,30/09/2024,HAPV3
1,516.11,-964.22,41.21,-406.9,30/06/2024,HAPV3
2,924.39,-412.57,-1100.0,-588.68,31/03/2024,HAPV3
3,525.17,118.3,162.48,805.94,31/12/2023,HAPV3
4,787.54,536.91,-1250.0,74.67,30/09/2023,HAPV3
5,347.46,-363.58,218.11,201.99,30/06/2023,HAPV3
6,674.5,-1170.0,-408.91,-903.67,31/03/2023,HAPV3
7,158.76,285.08,255.37,699.21,31/12/2022,HAPV3
8,342.2,809.31,-1180.0,-24.65,30/09/2022,HAPV3
9,244.6,-886.96,218.92,-423.44,30/06/2022,HAPV3
10,226.35,1890.0,-1450.0,669.55,31/03/2022,HAPV3
11,69.9,-3360.0,3130.0,-158.89,31/12/2021,HAPV3
12,163.62,491.33,-375.42,279.53,30/09/2021,HAPV3
13,-262.68,-1350.0,1660.0,50.8,30/06/2021,HAPV3
14,241.56,-129.26,-79.7,32.61,31/03/2021,HAPV3
15,150.76,-134.28,-45.46,-28.98,31/12/2020,HAPV3
16,283.59,-40.22,-278.12,-34.74,30/09/2020,HAPV3
17,544.12,-797.18,-37.98,-291.04,30/06/2020,HAPV3
18,347.16,33.9,-107.32,273.74,31/03/2020,HAPV3
19,24.59,60.94,-30.92,54.61,31/12/2019,HAPV3
20,256.74,-4760.0,4530.0,26.67,30/09/2019,HAPV3
21,145.49,60.4,-205.97,,30/06/2019,HAPV3
22,229.96,-258.35,-14.06,-42.45,31/03/2019,HAPV3
23,139.77,-49.11,5.67,96.33,31/12/2018,HAPV3
24,62.52,268.21,-354.63,-23.9,30/09/2018,HAPV3
25,149.49,-2510.0,2120.0,-234.7,30/06/2018,HAPV3
26,164.92,149.28,-70.66,243.54,31/03/2018,HAPV3
27,,,,,31/12/2017,HAPV3
0,738.07,-137.66,-227.9,372.51,30/09/2024,HYPE3
1,624.17,-121.64,-840.85,-338.33,30/06/2024,HYPE3
2,479.17,-105.5,219.89,593.55,31/03/2024,HYPE3
3,792.02,-179.7,-249.83,362.49,31/12/2023,HYPE3
4,724.37,-237.54,-407.91,78.91,30/09/2023,HYPE3
5,578.09,-203.33,677.34,1050.0,30/06/2023,HYPE3
6,301.52,-170.62,-1910.0,-1780.0,31/03/2023,HYPE3
7,514.45,-236.37,365.49,643.57,31/12/2022,HYPE3
8,677.5,-385.14,427.44,719.8,30/09/2022,HYPE3
9,535.06,-150.74,-480.39,-96.06,30/06/2022,HYPE3
10,311.77,-970.08,-33.59,-691.9,31/03/2022,HYPE3
11,301.08,-840.82,-315.67,-855.42,31/12/2021,HYPE3
12,539.9,-121.76,675.0,1090.0,30/09/2021,HYPE3
13,407.11,47.34,-103.1,351.34,30/06/2021,HYPE3
14,151.05,-3500.0,300.84,-3050.0,31/03/2021,HYPE3
15,195.21,-233.56,-149.32,-187.68,31/12/2020,HYPE3
16,465.11,-1410.0,696.68,-252.93,30/09/2020,HYPE3
17,351.96,-119.37,2700.0,2930.0,30/06/2020,HYPE3
18,170.77,-127.46,-36.16,7.16,31/03/2020,HYPE3
19,137.48,-124.14,846.02,859.37,31/12/2019,HYPE3
20,299.24,-68.23,-71.53,159.48,30/09/2019,HYPE3
21,195.35,-54.75,-102.54,38.06,30/06/2019,HYPE3
22,191.82,-59.41,-589.74,-457.34,31/03/2019,HYPE3
23,166.89,-65.29,19.97,121.57,31/12/2018,HYPE3
24,301.25,-11.2,55.98,346.04,30/09/2018,HYPE3
25,344.91,-41.8,-96.04,207.08,30/06/2018,HYPE3
26,253.44,-52.25,-751.14,-549.95,31/03/2018,HYPE3
27,208.15,-50.59,-36.01,121.56,31/12/2017,HYPE3
28,174.67,-50.89,-838.5,-714.72,30/09/2017,HYPE3
29,306.6,-43.25,-319.98,-56.62,30/06/2017,HYPE3
30,243.19,803.7,-222.97,823.92,31/03/2017,HYPE3
31,178.62,505.56,-492.4,191.78,31/12/2016,HYPE3
32,221.79,-19.65,-881.97,-679.84,30/09/2016,HYPE3
33,224.46,42.18,-485.45,-218.82,30/06/2016,HYPE3
34,256.89,1920.0,-2880.0,-701.26,31/03/2016,HYPE3
35,124.4,1660.0,-645.45,1140.0,31/12/2015,HYPE3
36,76.84,-29.39,-49.36,-1.9,30/09/2015,HYPE3
37,59.44,-36.93,-71.15,-48.65,30/06/2015,HYPE3
38,63.01,2.69,-228.24,-162.54,31/03/2015,HYPE3
39,131.01,85.6,-211.31,5.3,31/12/2014,HYPE3
40,176.89,-14.82,-57.4,104.67,30/09/2014,HYPE3
41,185.13,1.09,69.04,255.26,30/06/2014,HYPE3
42,170.97,-3.65,138.52,305.84,31/03/2014,HYPE3
43,172.27,-92.13,-1090.0,-1010.0,31/12/2013,HYPE3
44,169.64,-11.08,277.85,436.41,30/09/2013,HYPE3
45,139.55,-14.51,-217.07,-92.03,30/06/2013,HYPE3
46,184.32,-3.99,-89.86,90.47,31/03/2013,HYPE3
47,103.35,-40.58,-489.92,-427.15,31/12/2012,HYPE3
48,233.95,-26.05,-342.84,-134.94,30/09/2012,HYPE3
49,237.09,44.87,-259.55,22.41,30/06/2012,HYPE3
50,139.41,-2.96,-456.71,-320.25,31/03/2012,HYPE3
51,288.87,365.32,-585.15,69.04,31/12/2011,HYPE3
52,120.71,-1.13,-348.69,-229.12,30/09/2011,HYPE3
53,139.44,-4.0,776.41,911.85,30/06/2011,HYPE3
54,31.22,-891.58,295.41,-564.95,31/03/2011,HYPE3
0,-21.15,-20.21,-1.78,-46.0,30/09/2024,IRBR3
1,144.57,-20.83,-88.84,54.89,30/06/2024,IRBR3
2,31.81,-20.97,,8.06,31/03/2024,IRBR3
3,548.04,-64.96,-463.31,12.46,31/12/2023,IRBR3
4,-29.13,18.56,-1.6,-14.06,30/09/2023,IRBR3
5,-69.88,-18.83,91.15,,30/06/2023,IRBR3
6,41.78,-23.14,,3.52,31/03/2023,IRBR3
7,-110.12,67.98,-7.67,-44.03,31/12/2022,IRBR3
8,-612.35,-544.81,1170.0,7.87,30/09/2022,IRBR3
9,190.95,-181.61,,11.55,30/06/2022,IRBR3
10,-18.96,49.17,,3.63,31/03/2022,IRBR3
11,-246.13,207.24,,-23.67,31/12/2021,IRBR3
12,562.98,-510.62,-24.82,32.72,30/09/2021,IRBR3
13,522.64,-546.38,2.12,-28.73,30/06/2021,IRBR3
14,-969.35,1010.0,-3.23,43.89,31/03/2021,IRBR3
15,-1190.0,351.01,816.63,-17.22,31/12/2020,IRBR3
16,-367.96,-1920.0,2270.0,-101.29,30/09/2020,IRBR3
17,-43.71,82.27,,22.76,30/06/2020,IRBR3
18,112.55,221.74,-270.87,74.44,31/03/2020,IRBR3
19,-327.6,503.1,-198.34,-21.91,31/12/2019,IRBR3
20,60.04,-38.68,,41.03,30/09/2019,IRBR3
21,184.86,510.21,-727.08,-19.32,30/06/2019,IRBR3
22,1020.0,-1050.0,,-7.07,31/03/2019,IRBR3
23,345.54,-117.56,-180.73,14.26,31/12/2018,IRBR3
24,89.74,-111.9,,-18.27,30/09/2018,IRBR3
25,-675.17,1140.0,-503.53,15.01,30/06/2018,IRBR3
26,-317.39,319.59,,6.37,31/03/2018,IRBR3
27,121.48,121.95,-235.81,9.49,31/12/2017,IRBR3
28,98.19,-103.54,,-9.05,30/09/2017,IRBR3
29,150.36,-5.84,-416.31,-272.97,30/06/2017,IRBR3
30,-625.6,758.96,-47.2,80.73,31/03/2017,IRBR3
31,,,,,31/12/2016,IRBR3
0,379.0,1070.0,-468.0,977.0,30/09/2024,ITSA4
1,260.0,-111.0,-850.0,-693.0,30/06/2024,ITSA4
2,-17.0,5530.0,-4880.0,636.0,31/03/2024,ITSA4
3,249.0,1460.0,-622.0,1090.0,31/12/2023,ITSA4
4,-5.0,2700.0,-3360.0,-658.0,30/09/2023,ITSA4
5,159.0,1060.0,42.0,1260.0,30/06/2023,ITSA4
6,-105.0,1410.0,-1490.0,-184.0,31/03/2023,ITSA4
7,-137.0,2080.0,-1990.0,-66.0,31/12/2022,ITSA4
8,361.0,-1290.0,2310.0,1370.0,30/09/2022,ITSA4
9,-313.0,-229.0,255.0,-286.0,30/06/2022,ITSA4
10,-45.0,1570.0,-1940.0,-425.0,31/03/2022,ITSA4
11,438.0,952.0,-30.0,1360.0,31/12/2021,ITSA4
12,403.0,-1800.0,-1160.0,-2550.0,30/09/2021,ITSA4
13,256.0,-2.0,2280.0,2530.0,30/06/2021,ITSA4
14,283.0,948.0,-1580.0,-346.0,31/03/2021,ITSA4
15,523.0,-1110.0,878.0,287.0,31/12/2020,ITSA4
16,713.0,-43.0,-701.0,-30.0,30/09/2020,ITSA4
17,118.0,-143.0,224.0,206.0,30/06/2020,ITSA4
18,-8.0,3550.0,-3490.0,55.0,31/03/2020,ITSA4
19,525.0,339.0,-527.0,338.0,31/12/2019,ITSA4
20,357.0,2930.0,-3470.0,-174.0,30/09/2019,ITSA4
21,-136.0,-30.0,495.0,328.0,30/06/2019,ITSA4
22,56.0,6200.0,-6800.0,-544.0,31/03/2019,ITSA4
23,148.0,174.0,-150.0,167.0,31/12/2018,ITSA4
24,29.0,2120.0,-1910.0,237.0,30/09/2018,ITSA4
25,-839.0,662.0,467.0,295.0,30/06/2018,ITSA4
26,,5390.0,-4890.0,504.0,31/03/2018,ITSA4
27,96.0,66.0,-42.0,122.0,31/12/2017,ITSA4
28,1760.0,-2040.0,-549.0,-835.0,30/09/2017,ITSA4
29,-1180.0,43.0,458.0,-676.0,30/06/2017,ITSA4
30,-4.0,2630.0,-2450.0,173.0,31/03/2017,ITSA4
31,174.0,,-33.0,139.0,31/12/2016,ITSA4
32,46.0,705.0,-813.0,-61.0,30/09/2016,ITSA4
33,243.0,-17.0,373.0,595.0,30/06/2016,ITSA4
34,12.0,1600.0,-2029.9999999999998,-413.0,31/03/2016,ITSA4
35,293.0,-37.0,-200.0,56.0,31/12/2015,ITSA4
36,132.0,616.0,-578.0,173.0,30/09/2015,ITSA4
37,256.0,-106.0,-195.0,-46.0,30/06/2015,ITSA4
38,305.0,1500.0,-1710.0,94.0,31/03/2015,ITSA4
39,-22.0,31.0,-16.0,8.0,31/12/2014,ITSA4
40,242.0,543.0,-686.0,84.0,30/09/2014,ITSA4
41,148.0,-7.0,-240.0,-99.0,30/06/2014,ITSA4
42,437.0,677.0,-749.0,365.0,31/03/2014,ITSA4
43,229.0,-40.0,3.0,193.0,31/12/2013,ITSA4
44,78.0,251.0,-418.0,-89.0,30/09/2013,ITSA4
45,411.0,77.0,-553.0,-64.0,30/06/2013,ITSA4
46,-200.0,859.0,-882.0,-223.0,31/03/2013,ITSA4
47,4800.0,-9090.0,651.0,-3530.0,31/12/2012,ITSA4
48,1640.0,-4920.0,3590.0,628.0,30/09/2012,ITSA4
49,-3130.0,-2160.0,-1120.0,-6060.0,30/06/2012,ITSA4
50,16300.0,-2580.0,-431.0,13080.0,31/03/2012,ITSA4
51,-2990.0,-1330.0,329.0,-3900.0,31/12/2011,ITSA4
52,8100.0,-483.0,-1170.0,7240.0,30/09/2011,ITSA4
53,-2180.0,-291.0,1010.0,-1550.0,30/06/2011,ITSA4
54,-4660.0,957.0,-984.0,-4690.0,31/03/2011,ITSA4
0,-35910.0,42850.0,-1770.0,2680.0,30/09/2024,ITUB4
1,-661.0,-15930.0,-640.0,-10490.0,30/06/2024,ITUB4
2,47980.0,-6520.0,-17250.0,29590.0,31/03/2024,ITUB4
3,-14610.0,8500.0,776.0,-6510.0,31/12/2023,ITUB4
4,34420.0,-15810.0,-6730.0,10640.0,30/09/2023,ITUB4
5,12700.0,-11910.0,-13840.0,-15390.0,30/06/2023,ITUB4
6,44980.0,-12000.0,-2660.0,23550.0,31/03/2023,ITUB4
7,6080.0,-27300.0,-3870.0,-15310.0,31/12/2022,ITUB4
8,35040.0,4150.0,-14780.0,20960.0,30/09/2022,ITUB4
9,59090.0,-48300.0,-2290.0,-10580.0,30/06/2022,ITUB4
10,29770.0,-2150.0,-10770.0,5300.0,31/03/2022,ITUB4
11,32740.000000000004,3430.0,-2660.0,11100.0,31/12/2021,ITUB4
12,16290.0,-7840.0,-3350.0,5250.0,30/09/2021,ITUB4
13,23970.0,-11890.0,-18430.0,8060.000000000001,30/06/2021,ITUB4
14,-12890.0,11460.0,-7020.0,-20550.0,31/03/2021,ITUB4
15,-5150.0,-8130.000000000001,1160.0,-7940.0,31/12/2020,ITUB4
16,-4550.0,23010.0,-2920.0,13390.0,30/09/2020,ITUB4
17,38960.0,-13170.0,-5680.0,16530.0,30/06/2020,ITUB4
18,30220.0,-947.0,-6110.0,13030.0,31/03/2020,ITUB4
19,32020.000000000004,-24950.0,2490.0,8400.0,31/12/2019,ITUB4
20,-3210.0,-7000.0,-8510.0,-17510.0,30/09/2019,ITUB4
21,-184.0,-3920.0,-1640.0,-5740.0,30/06/2019,ITUB4
22,6600.0,-2860.0,-13640.0,-9900.0,31/03/2019,ITUB4
23,55250.0,57390.0,-1190.0,111450.0,31/12/2018,ITUB4
24,19680.0,-5360.0,-8810.0,5510.0,30/09/2018,ITUB4
25,45240.0,-35290.0,-5490.0,4460.0,30/06/2018,ITUB4
26,-96470.0,3390.0,-16090.0,-109170.0,31/03/2018,ITUB4
27,-6740.0,-5120.0,1430.0,-10430.0,31/12/2017,ITUB4
28,22300.0,-4750.0,-7940.0,9610.0,30/09/2017,ITUB4
29,-6970.0,2350.0,-2220.0,-6840.0,30/06/2017,ITUB4
30,-638.0,3690.0,-8200.0,-5150.0,31/03/2017,ITUB4
31,-18570.0,-695.0,-4059.9999999999995,-23320.0,31/12/2016,ITUB4
32,1730.0,15760.0,-4190.0,13300.0,30/09/2016,ITUB4
33,-7540.0,-1640.0,-1660.0,-10840.0,30/06/2016,ITUB4
34,36750.0,1000.0,-12410.0,25340.0,31/03/2016,ITUB4
35,5420.0,1180.0,-3330.0,3280.0,31/12/2015,ITUB4
36,17390.0,-3350.0,-2850.0,11180.0,30/09/2015,ITUB4
37,-13620.0,1860.0,2490.0,-9280.0,30/06/2015,ITUB4
38,-33970.0,-50.0,-4830.0,-38850.0,31/03/2015,ITUB4
39,66030.0,-1310.0,-11280.0,53440.0,31/12/2014,ITUB4
40,-6760.0,-2020.0,6140.0,-2630.0,30/09/2014,ITUB4
41,-8630.0,-3010.0,-3880.0,-15520.0,30/06/2014,ITUB4
42,37900.0,9010.0,-12670.0,34240.0,31/03/2014,ITUB4
43,337.0,-17800.0,-1000.0,-18470.0,31/12/2013,ITUB4
44,2220.0,7380.0,-2940.0,6660.0,30/09/2013,ITUB4
45,33100.0,-12150.0,-207.0,20750.0,30/06/2013,ITUB4
46,-537.0,8070.0,-6460.0,1080.0,31/03/2013,ITUB4
47,10660.0,-31060.0,-6820.0,-27210.0,31/12/2012,ITUB4
48,-5750.0,4540.0,1320.0,99.36,30/09/2012,ITUB4
49,4560.0,-4630.0,52.01,-18.57,30/06/2012,ITUB4
50,39520.0,-6520.0,1910.0,34900.0,31/03/2012,ITUB4
51,-1850.0,-3700.0,6550.0,1000.0,31/12/2011,ITUB4
52,9020.0,-1740.0,-5260.0,2020.0,30/09/2011,ITUB4
53,-7970.0,3290.0,100.21,-4580.0,30/06/2011,ITUB4
54,-4470.0,838.65,-2310.0,-5940.0,31/03/2011,ITUB4
0,7860.0,-1730.0,1700.0,7110.0,30/09/2024,JBSS3
1,7860.0,-1780.0,-3650.0,4040.0,30/06/2024,JBSS3
2,-1170.0,-1350.0,-3460.0,-5640.0,31/03/2024,JBSS3
3,6870.0,-1720.0,-9280.0,-4670.0,31/12/2023,JBSS3
4,5260.0,-1830.0,9990.0,14050.0,30/09/2023,JBSS3
5,3760.0,-1850.0,2180.0,3770.0,30/06/2023,JBSS3
6,-4400.0,-1630.0,2120.0,-4220.0,31/03/2023,JBSS3
7,4780.0,-4790.0,-3130.0,-3480.0,31/12/2022,JBSS3
8,6200.0,-2890.0,-6400.0,-2670.0,30/09/2022,JBSS3
9,3010.0,-2620.0,-6.99,2050.0,30/06/2022,JBSS3
10,-648.01,-2830.0,774.32,-5960.0,31/03/2022,JBSS3
11,9240.0,-5500.0,-4260.0,-92.99,31/12/2021,JBSS3
12,8850.0,-7750.0,3630.0,6490.0,30/09/2021,JBSS3
13,5160.0,-3990.0,7110.0,6580.0,30/06/2021,JBSS3
14,-1780.0,-1610.0,-7320.0,-9420.0,31/03/2021,JBSS3
15,6080.0,-3000.0,-4610.0,-2650.0,31/12/2020,JBSS3
16,6740.0,-1470.0,-6080.0,-342.46,30/09/2020,JBSS3
17,10720.0,-2510.0,-4660.0,4210.0,30/06/2020,JBSS3
18,243.35,-856.43,6330.0,8430.0,31/03/2020,JBSS3
19,4480.0,-3280.0,1090.0,2220.0,31/12/2019,JBSS3
20,5000.0,-1290.0,-2100.0,1520.0,30/09/2019,JBSS3
21,4430.0,-712.54,-4680.0,-1120.0,30/06/2019,JBSS3
22,-132.65,-579.12,-757.65,-1520.0,31/03/2019,JBSS3
23,2400.0,-814.5,-4270.0,-3160.0,31/12/2018,JBSS3
24,3360.0,-1060.0,-3760.0,-1020.0,30/09/2018,JBSS3
25,2490.0,-563.5,-1120.0,2280.0,30/06/2018,JBSS3
26,-808.59,699.04,-844.94,-908.16,31/03/2018,JBSS3
27,1810.0,206.24,-4710.0,-2360.0,31/12/2017,JBSS3
28,2780.0,441.83,-80.06,2800.0,30/09/2017,JBSS3
29,899.46,-1330.0,700.97,556.08,30/06/2017,JBSS3
30,-285.44,-1740.0,3450.0,1390.0,31/03/2017,JBSS3
31,3490.0,-576.01,-81.2,2050.0,31/12/2016,JBSS3
32,1830.0,-1050.0,-2170.0,-1160.0,30/09/2016,JBSS3
33,-558.18,-1030.0,-4830.0,-6820.0,30/06/2016,JBSS3
34,-1090.0,-886.96,-1020.0,-3560.0,31/03/2016,JBSS3
35,-10240.0,-6710.0,12000.0,-5160.0,31/12/2015,JBSS3
36,12420.0,-7350.0,3400.0,10100.0,30/09/2015,JBSS3
37,675.05,-2090.0,1350.0,-213.11,30/06/2015,JBSS3
38,4540.0,-4610.0,-1580.0,-789.6,31/03/2015,JBSS3
39,3130.0,-2009.9999999999998,996.52,2330.0,31/12/2014,JBSS3
40,3020.0,-884.74,-156.37,2280.0,30/09/2014,JBSS3
41,147.27,-1030.0,2580.0,1600.0,30/06/2014,JBSS3
42,504.64,-711.15,6.14,-316.78,31/03/2014,JBSS3
43,354.79,-585.22,1310.0,1180.0,31/12/2013,JBSS3
44,1240.0,-434.02,-233.5,629.4,30/09/2013,JBSS3
45,886.71,-323.7,936.29,1690.0,30/06/2013,JBSS3
46,58.59,-562.97,692.61,133.83,31/03/2013,JBSS3
47,795.88,-490.48,7.7,342.43,31/12/2012,JBSS3
48,629.98,-473.08,-609.93,-434.58,30/09/2012,JBSS3
49,82.91,-614.92,756.03,324.41,30/06/2012,JBSS3
50,-36.51,-291.81,207.69,-137.37,31/03/2012,JBSS3
51,90.24,277.37,-672.7,-292.82,31/12/2011,JBSS3
52,1400.0,-893.31,-67.84,620.83,30/09/2011,JBSS3
53,-892.24,226.88,2110.0,1400.0,30/06/2011,JBSS3
54,7.53,-315.31,-187.95,-517.3,31/03/2011,JBSS3
0,2150.0,-7060.0,-324.63,-5240.0,30/09/2024,KLBN11
1,2780.0,-673.46,-930.01,1180.0,30/06/2024,KLBN11
2,1930.0,-1160.0,396.09,1170.0,31/03/2024,KLBN11
3,2640.0,-899.88,1890.0,3630.0,31/12/2023,KLBN11
4,1060.0,-591.01,1380.0,1860.0,30/09/2023,KLBN11
5,1920.0,-1160.0,-1900.0,-1140.0,30/06/2023,KLBN11
6,1970.0,-1640.0,201.48,526.77,31/03/2023,KLBN11
7,3380.0,-1800.0,-611.02,972.48,31/12/2022,KLBN11
8,2310.0,-3100.0,-369.22,-1160.0,30/09/2022,KLBN11
9,1300.0,-1560.0,981.07,726.24,30/06/2022,KLBN11
10,1430.0,-1420.0,-2270.0,-2260.0,31/03/2022,KLBN11
