,retorno_sobre_capital_tangivel_inicial,retorno_sobre_capital_investido_inicial,retorno_sobre_capital_tangivel_inicial_pre_impostos,retorno_sobre_capital_investido_inicial_pre_impostos,retorno_sobre_patrimonio_liquido_inicial,retorno_sobre_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_do_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda,datas,tic
17,0.086,0.081,0.131,0.123,-2.799,-0.091,0.178,-0.097,0.08,0.109,0.93,-22.88,-23.88,7.23,30/09/2020,FRIO3
18,0.104,0.095,0.157,0.144,-2.626,-0.074,0.174,-0.082,0.081,0.118,0.91,-57.39,-58.39,6.98,30/06/2020,FRIO3
19,0.134,0.121,0.203,0.184,-2.108,-0.063,0.178,-0.061,0.093,0.125,1.03,-89.61,-90.61,5.66,31/03/2020,FRIO3
20,0.131,0.115,0.198,0.175,0.577,0.016,0.168,0.015,0.087,0.118,1.07,28.67,27.67,4.53,31/12/2019,FRIO3
21,0.089,0.078,0.134,0.118,0.307,0.007,0.166,0.006,0.068,0.097,1.07,30.91,29.91,6.39,30/09/2019,FRIO3
22,0.096,0.084,0.146,0.128,0.983,0.021,0.171,0.022,0.072,0.099,0.96,35.43,34.43,5.60,30/06/2019,FRIO3
23,0.104,0.09,0.158,0.137,0.113,0.004,0.169,0.004,0.074,0.102,0.96,33.31,32.31,5.51,31/03/2019,FRIO3
24,0.112,0.095,0.17,0.144,-0.321,-0.014,0.168,-0.015,0.071,0.098,0.94,36.78,35.78,5.95,31/12/2018,FRIO3
25,0.09,0.079,0.136,0.12,-0.564,-0.04,0.173,-0.043,0.079,0.107,0.94,45.87,44.87,6.57,30/09/2018,FRIO3
26,0.092,0.08,0.139,0.121,-0.494,-0.029,0.167,-0.033,0.077,0.105,0.87,45.97,44.97,6.07,30/06/2018,FRIO3
27,0.074,0.065,0.113,0.099,-0.532,-0.044,0.16,-0.049,0.066,0.093,0.90,28.99,27.99,6.42,31/03/2018,FRIO3
28,0.09,0.077,0.136,0.116,-0.287,-0.022,0.165,-0.024,0.074,0.103,0.90,22.25,21.25,5.27,31/12/2017,FRIO3
29,0.066,0.056,0.1,0.084,-0.082,-0.008,0.15,-0.009,0.052,0.082,0.90,13.99,12.99,8.58,30/09/2017,FRIO3
30,0.062,0.052,0.093,0.078,,-0.034,0.149,-0.042,0.05,0.081,0.82,17.17,16.17,8.81,30/06/2017,FRIO3
31,0.067,0.057,0.102,0.086,2.794,0.012,0.149,0.015,0.054,0.084,0.77,12.04,11.04,7.99,31/03/2017,FRIO3
32,0.08,0.066,0.121,0.101,-9.546,0.012,0.15,0.015,0.056,0.085,0.84,13.19,12.19,6.33,31/12/2016,FRIO3
33,0.058,0.049,0.087,0.074,2.29,0.014,0.145,0.016,0.05,0.081,0.83,9.82,8.82,5.67,30/09/2016,FRIO3
34,0.052,0.045,0.079,0.067,-0.573,-0.064,0.14,-0.071,0.043,0.074,0.91,769.22,768.22,7.22,30/06/2016,FRIO3
35,0.043,0.037,0.066,0.056,-0.6,-0.062,0.139,-0.07,0.04,0.071,0.89,235.62,234.62,7.50,31/03/2016,FRIO3
36,0.046,0.038,0.07,0.057,-0.705,-0.097,0.133,-0.108,0.035,0.067,0.90,-773.17,-774.17,8.40,31/12/2015,FRIO3
37,0.04,0.034,0.061,0.051,-0.681,-0.122,0.133,-0.134,0.034,0.064,0.92,166.60,165.60,10.95,30/09/2015,FRIO3
38,0.035,0.03,0.053,0.045,-0.233,-0.049,0.124,-0.057,0.034,0.063,0.87,8.95,7.95,9.37,30/06/2015,FRIO3
39,0.027,0.023,0.041,0.034,-0.316,-0.063,0.122,-0.08,0.028,0.057,0.79,9.69,8.69,12.26,31/03/2015,FRIO3
40,0.019,0.016,0.029,0.024,-0.28,-0.057,0.12,-0.079,0.02,0.05,0.73,7.30,6.30,10.61,31/12/2014,FRIO3
41,0.01,0.008,0.015,0.013,-0.22,-0.049,0.123,-0.064,0.011,0.04,0.76,5.56,4.56,13.34,30/09/2014,FRIO3
42,0.015,0.013,0.022,0.019,-0.11,-0.024,0.137,-0.032,0.017,0.046,0.75,4.71,3.71,12.37,30/06/2014,FRIO3
43,0.011,0.01,0.017,0.014,-0.145,-0.037,0.135,-0.043,0.012,0.04,0.88,5.03,4.03,14.72,31/03/2014,FRIO3
44,0.0,0.0,0.0,0.0,-0.089,-0.024,0.13,-0.029,0.0,0.029,0.83,4.87,3.87,20.40,31/12/2013,FRIO3
45,0.007,0.006,0.011,0.009,-0.03,-0.008,0.129,-0.01,0.008,0.037,0.80,4.53,3.53,17.71,30/09/2013,FRIO3
46,-0.002,-0.001,-0.002,-0.002,-0.002,-0.0,0.127,-0.001,-0.002,0.028,0.74,4.61,3.61,24.96,30/06/2013,FRIO3
47,-0.004,-0.004,-0.007,-0.006,-0.024,-0.007,0.127,-0.009,-0.005,0.027,0.72,3.88,2.88,25.49,31/03/2013,FRIO3
48,0.002,0.002,0.003,0.002,0.052,0.014,0.127,0.019,0.002,0.033,0.74,3.72,2.72,16.04,31/12/2012,FRIO3
49,-0.002,-0.002,-0.004,-0.003,0.103,0.026,0.134,0.035,-0.002,0.028,0.74,3.59,2.59,18.56,30/09/2012,FRIO3
50,0.007,0.006,0.011,0.01,-0.043,-0.012,0.143,-0.016,0.008,0.038,0.77,3.84,2.84,13.25,30/06/2012,FRIO3
51,0.024,0.021,0.036,0.032,0.047,0.016,0.152,0.02,0.023,0.052,0.78,3.53,2.53,8.89,31/03/2012,FRIO3
52,0.038,0.034,0.058,0.051,0.024,0.008,0.164,0.01,0.037,0.065,0.85,3.83,2.83,5.85,31/12/2011,FRIO3
53,0.096,0.074,0.145,0.112,0.014,0.005,0.172,0.006,0.059,0.087,0.99,3.97,2.97,4.90,30/09/2011,FRIO3
54,0.092,0.071,0.14,0.107,0.138,0.048,0.178,0.055,0.064,0.092,0.88,3.44,2.44,4.14,30/06/2011,FRIO3
55,0.145,0.11,0.22,0.166,0.198,0.076,0.191,0.075,0.088,0.115,1.02,2.98,1.98,2.31,31/03/2011,FRIO3
56,0.172,0.126,0.26,0.191,0.246,0.093,0.195,0.085,0.093,0.12,1.09,2.95,1.95,2.68,31/12/2010,FRIO3
57,0.17,0.134,0.257,0.204,0.262,0.108,0.204,0.096,0.097,,1.12,2.48,1.48,NA,30/09/2010,FRIO3
58,0.157,0.125,0.238,0.19,0.276,0.103,0.207,0.099,0.101,,1.04,2.87,1.87,NA,30/06/2010,FRIO3
59,0.102,0.079,0.155,0.119,0.278,0.089,0.208,0.104,0.082,,0.85,2.60,1.60,NA,31/03/2010,FRIO3
60,0.058,0.061,0.088,0.093,0.125,0.041,0.201,0.054,0.072,,0.75,2.65,1.65,NA,31/12/2009,FRIO3
61,-0.041,-0.043,-0.061,-0.066,-0.209,-0.088,0.149,-0.122,-0.06,,0.72,2.43,1.43,NA,30/09/2009,FRIO3
62,-0.042,-0.045,-0.064,-0.068,-0.235,-0.1,0.126,-0.126,-0.055,,0.80,2.68,1.68,NA,30/06/2009,FRIO3
63,-0.066,-0.068,-0.1,-0.104,-0.301,-0.131,0.116,-0.153,-0.079,,0.86,3.11,2.11,NA,31/03/2009,FRIO3
64,-0.118,-0.117,-0.178,-0.177,-0.249,-0.141,0.117,-0.121,-0.073,,1.16,3.07,2.07,NA,31/12/2008,FRIO3
65,0.054,0.053,0.081,0.08,0.038,0.021,0.144,0.017,0.03,,1.22,2.39,1.39,NA,30/09/2008,FRIO3
66,0.053,0.052,0.081,0.079,0.053,0.03,0.152,0.025,0.022,,1.24,2.34,1.34,NA,30/06/2008,FRIO3
67,-0.0,-0.0,-0.0,-0.0,0.321,0.042,0.138,0.02,-0.0,,2.10,2.29,1.29,NA,31/03/2008,FRIO3
68,-0.155,-0.159,-0.235,-0.241,0.025,0.006,0.137,0.003,-0.034,,2.27,1.76,0.76,NA,31/12/2007,FRIO3
69,-0.156,-0.16,-0.236,-0.242,-0.021,-0.005,0.149,-0.002,-0.039,,1.96,1.78,0.78,NA,30/09/2007,FRIO3
70,-0.164,-0.168,-0.248,-0.254,-0.161,-0.038,0.147,-0.023,-0.049,,1.64,1.73,0.73,NA,30/06/2007,FRIO3
71,-0.004,-0.004,-0.006,-0.006,0.065,0.015,0.163,0.011,-0.001,,1.37,7.74,6.74,NA,31/03/2007,FRIO3
72,,,,,,,0.172,0.057,0.054,,NA,4.28,3.28,NA,31/12/2006,FRIO3
0,0.096,0.087,0.146,0.132,0.093,0.061,0.137,0.068,0.112,0.158,0.90,1.50,0.50,0.55,31/12/2024,GGBR3
1,0.092,0.082,0.14,0.125,0.095,0.063,0.136,0.074,0.114,0.162,0.85,1.48,0.48,0.42,30/09/2024,GGBR3
2,0.099,0.088,0.151,0.134,0.103,0.069,0.14,0.078,0.118,0.167,0.88,1.49,0.49,0.71,30/06/2024,GGBR3
3,0.115,0.101,0.174,0.153,0.13,0.084,0.153,0.096,0.134,0.182,0.87,1.48,0.48,0.61,31/03/2024,GGBR3
4,0.141,0.123,0.214,0.186,0.163,0.102,0.164,0.109,0.152,0.197,0.93,1.53,0.53,0.58,31/12/2023,GGBR3
5,0.164,0.142,0.249,0.216,0.165,0.102,0.175,0.113,0.167,0.209,0.90,1.51,0.51,0.57,30/09/2023,GGBR3
6,0.199,0.173,0.302,0.262,0.202,0.123,0.191,0.125,0.185,0.225,0.98,1.51,0.51,0.48,30/06/2023,GGBR3
7,0.257,0.224,0.39,0.339,0.277,0.164,0.212,0.145,0.21,0.247,1.13,1.56,0.56,0.48,31/03/2023,GGBR3
8,0.264,0.223,0.399,0.338,0.268,0.155,0.228,0.139,0.215,0.251,1.12,1.60,0.60,0.49,31/12/2022,GGBR3
9,0.285,0.241,0.432,0.365,0.335,0.183,0.244,0.16,0.23,0.262,1.14,1.62,0.62,0.30,30/09/2022,GGBR3
10,0.366,0.308,0.554,0.466,0.455,0.244,0.263,0.19,0.264,0.294,1.29,1.64,0.64,0.26,30/06/2022,GGBR3
11,0.38,0.309,0.576,0.469,0.464,0.235,0.27,0.194,0.273,0.304,1.21,1.69,0.69,0.31,31/03/2022,GGBR3
12,0.388,0.317,0.588,0.48,0.502,0.246,0.266,0.198,0.268,0.3,1.24,1.73,0.73,0.42,31/12/2021,GGBR3
13,0.327,0.27,0.496,0.409,0.416,0.205,0.26,0.184,0.271,0.307,1.11,1.83,0.83,0.61,30/09/2021,GGBR3
14,0.205,0.17,0.311,0.257,0.24,0.115,0.221,0.118,0.197,0.238,0.98,1.86,0.86,0.88,30/06/2021,GGBR3
15,0.146,0.121,0.221,0.183,0.158,0.076,0.174,0.09,0.163,0.212,0.84,1.97,0.97,1.25,31/03/2021,GGBR3
16,0.097,0.085,0.147,0.129,0.088,0.044,0.135,0.054,0.119,0.174,0.81,2.05,1.05,1.69,31/12/2020,GGBR3
17,0.062,0.052,0.093,0.079,0.052,0.027,0.099,0.036,0.08,0.139,0.75,2.03,1.03,2.78,30/09/2020,GGBR3
18,0.049,0.042,0.074,0.064,0.035,0.018,0.086,0.024,0.067,0.126,0.73,2.08,1.08,3.58,30/06/2020,GGBR3
19,0.052,0.045,0.079,0.068,0.037,0.019,0.098,0.025,0.069,0.123,0.74,2.08,1.08,3.38,31/03/2020,GGBR3
20,0.066,0.056,0.1,0.084,0.047,0.024,0.106,0.03,0.08,0.133,0.77,2.00,1.00,2.55,31/12/2019,GGBR3
21,0.06,0.051,0.09,0.077,0.056,0.026,0.118,0.036,0.079,0.129,0.73,1.94,0.94,2.50,30/09/2019,GGBR3
22,0.071,0.062,0.108,0.093,0.078,0.036,0.13,0.045,0.087,0.133,0.81,1.94,0.94,2.22,30/06/2019,GGBR3
23,0.08,0.07,0.121,0.107,0.097,0.045,0.133,0.05,0.089,0.131,0.90,1.99,0.99,2.17,31/03/2019,GGBR3
24,0.08,0.071,0.122,0.108,0.097,0.046,0.133,0.05,0.088,0.129,0.92,1.99,0.99,2.02,31/12/2018,GGBR3
25,0.043,0.037,0.066,0.056,0.022,0.01,0.131,0.012,0.05,0.092,0.86,2.11,1.11,3.70,30/09/2018,GGBR3
26,0.03,0.025,0.045,0.038,-0.005,-0.002,0.12,-0.003,0.037,0.084,0.77,2.15,1.15,4.42,30/06/2018,GGBR3
27,0.016,0.014,0.025,0.022,-0.03,-0.014,0.11,-0.019,0.022,0.074,0.73,2.13,1.13,4.99,31/03/2018,GGBR3
28,0.021,0.018,0.032,0.028,-0.015,-0.007,0.098,-0.01,0.03,0.087,0.68,2.13,1.13,4.37,31/12/2017,GGBR3
29,-0.01,-0.009,-0.016,-0.013,-0.074,-0.035,0.086,-0.057,-0.017,0.046,0.61,2.13,1.13,9.35,30/09/2017,GGBR3
30,-0.01,-0.009,-0.016,-0.013,-0.076,-0.036,0.09,-0.06,-0.017,0.049,0.60,2.16,1.16,9.14,30/06/2017,GGBR3
31,-0.01,-0.008,-0.016,-0.013,-0.069,-0.032,0.092,-0.058,-0.018,0.049,0.55,2.17,1.17,8.69,31/03/2017,GGBR3
32,-0.025,-0.021,-0.038,-0.031,-0.091,-0.041,0.092,-0.077,-0.044,0.024,0.54,2.27,1.27,17.25,31/12/2016,GGBR3
33,-0.025,-0.02,-0.038,-0.03,-0.084,-0.039,0.094,-0.076,-0.045,0.02,0.52,2.13,1.13,21.17,30/09/2016,GGBR3
34,-0.055,-0.045,-0.084,-0.068,-0.146,-0.073,0.091,-0.118,-0.085,-0.022,0.62,2.12,1.12,-17.72,30/06/2016,GGBR3
35,-0.052,-0.042,-0.078,-0.064,-0.137,-0.068,0.092,-0.112,-0.081,-0.019,0.61,2.17,1.17,-23.29,31/03/2016,GGBR3
36,-0.053,-0.044,-0.08,-0.066,-0.141,-0.072,0.098,-0.104,-0.074,-0.014,0.69,2.21,1.21,-34.25,31/12/2015,GGBR3
37,0.012,0.01,0.018,0.015,-0.032,-0.016,0.109,-0.023,0.016,0.073,0.72,2.14,1.14,6.98,30/09/2015,GGBR3
38,0.047,0.04,0.07,0.06,0.04,0.021,0.113,0.028,0.062,0.118,0.74,2.00,1.00,3.73,30/06/2015,GGBR3
39,0.047,0.04,0.072,0.061,0.043,0.023,0.116,0.031,0.064,0.118,0.74,2.01,1.01,3.92,31/03/2015,GGBR3
40,0.05,0.043,0.077,0.064,0.046,0.024,0.121,0.033,0.068,0.121,0.73,1.96,0.96,3.21,31/12/2014,GGBR3
41,0.05,0.042,0.075,0.064,0.05,0.026,0.124,0.035,0.066,0.118,0.75,1.96,0.96,3.14,30/09/2014,GGBR3
42,0.054,0.046,0.081,0.069,0.063,0.033,0.131,0.043,0.071,0.123,0.76,1.93,0.93,2.74,30/06/2014,GGBR3
43,0.058,0.05,0.088,0.075,0.068,0.035,0.134,0.044,0.074,0.125,0.80,1.92,0.92,2.88,31/03/2014,GGBR3
44,0.052,0.045,0.079,0.068,0.058,0.03,0.129,0.04,0.069,0.12,0.75,1.92,0.92,3.05,31/12/2013,GGBR3
45,0.044,0.038,0.066,0.058,0.046,0.024,0.125,0.033,0.062,0.112,0.72,1.92,0.92,3.21,30/09/2013,GGBR3
46,0.038,0.034,0.058,0.051,0.039,0.02,0.118,0.028,0.054,0.104,0.71,1.93,0.93,3.67,30/06/2013,GGBR3
47,0.042,0.038,0.064,0.057,0.048,0.024,0.12,0.032,0.056,0.105,0.76,1.92,0.92,3.49,31/03/2013,GGBR3
48,0.047,0.042,0.071,0.063,0.057,0.028,0.125,0.038,0.062,0.11,0.76,1.95,0.95,3.17,31/12/2012,GGBR3
49,0.047,0.042,0.071,0.063,0.057,0.028,0.125,0.038,0.062,0.11,0.76,1.95,0.95,3.17,30/09/2012,GGBR3
50,0.058,0.053,0.088,0.08,0.089,0.046,0.136,0.055,0.073,0.121,0.83,1.98,0.98,2.94,30/06/2012,GGBR3
51,0.064,0.057,0.097,0.086,0.103,0.046,0.139,0.055,0.077,0.126,0.84,1.97,0.97,2.66,31/03/2012,GGBR3
52,0.065,0.057,0.099,0.087,0.103,0.047,0.144,0.057,0.081,0.131,0.83,2.00,1.00,2.62,31/12/2011,GGBR3
53,0.054,0.062,0.082,0.094,0.102,0.045,0.142,0.057,0.087,0.14,0.80,1.97,0.97,2.56,30/09/2011,GGBR3
54,0.053,0.066,0.08,0.1,0.091,0.038,0.146,0.053,0.09,0.145,0.72,1.95,0.95,2.22,30/06/2011,GGBR3
55,0.061,0.076,0.092,0.115,0.107,0.045,0.162,0.062,0.103,0.16,0.72,2.23,1.23,2.51,31/03/2011,GGBR3
56,0.068,0.085,0.103,0.129,0.116,0.048,0.176,0.068,0.116,0.176,0.70,2.20,1.20,2.46,31/12/2010,GGBR3
57,,,,,,,0.202,0.084,0.126,,NA,2.25,1.25,NA,30/09/2010,GGBR3
58,,,,,,,0.215,0.089,0.134,,NA,2.38,1.38,NA,30/06/2010,GGBR3
59,,,,,,,0.191,0.058,0.062,,NA,2.40,1.40,NA,31/03/2010,GGBR3
60,,,,,,,0.167,0.042,0.032,,NA,2.41,1.41,NA,31/12/2009,GGBR3
61,0.022,0.022,0.034,0.034,0.024,0.021,0.0,0.0,0.0,,0.00,1.32,0.32,NA,30/09/2009,GGBR3
62,0.037,0.037,0.056,0.056,0.036,0.032,0.0,0.0,0.0,,0.00,1.34,0.34,NA,30/06/2009,GGBR3
63,0.085,0.085,0.128,0.129,0.184,0.148,0.0,0.0,0.0,,0.00,1.35,0.35,NA,31/03/2009,GGBR3
64,0.119,0.12,0.18,0.181,0.252,0.199,0.0,0.0,0.0,,0.00,1.35,0.35,NA,31/12/2008,GGBR3
65,0.135,0.136,0.205,0.206,0.237,0.196,0.0,0.0,0.0,,0.00,1.15,0.15,NA,30/09/2008,GGBR3
66,0.14,0.141,0.212,0.213,0.253,0.212,0.0,0.0,0.0,,0.00,1.15,0.15,NA,30/06/2008,GGBR3
67,0.126,0.127,0.191,0.192,0.227,0.189,0.0,0.0,0.0,,0.00,1.25,0.25,NA,31/03/2008,GGBR3
68,0.124,0.125,0.188,0.189,0.23,0.187,0.0,0.0,0.0,,0.00,1.27,0.27,NA,31/12/2007,GGBR3
69,0.142,0.143,0.215,0.216,0.266,0.218,0.0,0.0,0.0,,0.00,1.21,0.21,NA,30/09/2007,GGBR3
70,0.125,0.154,0.19,0.233,0.296,0.111,0.266,0.109,0.154,,1.01,2.50,1.50,NA,30/06/2007,GGBR3
71,0.144,0.177,0.218,0.268,0.331,0.125,0.273,0.118,0.17,,1.06,2.56,1.56,NA,31/03/2007,GGBR3
72,0.141,0.171,0.214,0.26,0.358,0.132,0.276,0.122,0.17,,1.07,2.70,1.70,NA,31/12/2006,GGBR3
73,0.159,0.193,0.241,0.292,0.365,0.137,0.279,0.126,0.192,,1.09,2.66,1.66,NA,30/09/2006,GGBR3
74,0.163,0.201,0.247,0.305,0.386,0.15,0.272,0.131,0.182,,1.14,2.68,1.68,NA,30/06/2006,GGBR3
75,0.16,0.198,0.243,0.3,0.409,0.144,0.266,0.132,0.184,,1.09,2.64,1.64,NA,31/03/2006,GGBR3
76,0.191,0.238,0.29,0.36,0.458,0.149,0.27,0.131,0.205,,1.14,2.72,1.72,NA,31/12/2005,GGBR3
77,0.209,0.25,0.316,0.379,0.472,0.165,0.279,0.131,0.205,,1.26,2.66,1.66,NA,30/09/2005,GGBR3
78,0.238,0.288,0.36,0.436,0.637,0.193,0.301,0.147,0.228,,1.31,2.58,1.58,NA,30/06/2005,GGBR3
79,0.27,0.323,0.409,0.489,0.716,0.208,0.322,0.148,0.243,,1.41,2.84,1.84,NA,31/03/2005,GGBR3
80,0.249,0.296,0.378,0.448,0.686,0.199,0.319,0.144,0.235,,1.38,3.07,2.07,NA,31/12/2004,GGBR3
81,0.207,0.251,0.314,0.381,0.694,0.18,0.309,0.146,0.222,,1.24,2.87,1.87,NA,30/09/2004,GGBR3
82,0.172,0.209,0.261,0.317,0.498,0.128,0.276,0.11,0.197,,1.16,3.29,2.29,NA,30/06/2004,GGBR3
83,0.105,0.128,0.16,0.194,0.366,0.086,0.245,0.09,0.145,,0.95,3.44,2.44,NA,31/03/2004,GGBR3
84,0.093,0.113,0.14,0.172,0.345,0.079,0.246,0.085,0.134,,0.92,3.45,2.45,NA,31/12/2003,GGBR3
85,0.082,0.094,0.125,0.143,0.26,0.065,0.255,0.069,0.118,,0.95,3.84,2.84,NA,30/09/2003,GGBR3
86,0.138,0.172,0.209,0.261,0.321,0.089,0.268,0.08,0.166,,1.12,3.91,2.91,NA,30/06/2003,GGBR3
87,0.162,0.203,0.245,0.307,0.336,0.094,0.273,0.086,0.201,,1.10,4.28,3.28,NA,31/03/2003,GGBR3
88,0.151,0.192,0.229,0.292,0.297,0.082,0.286,0.087,0.218,,0.94,4.39,3.39,NA,31/12/2002,GGBR3
89,0.172,0.193,0.261,0.292,0.267,0.088,0.289,0.091,0.236,,0.98,3.99,2.99,NA,30/09/2002,GGBR3
90,0.128,0.144,0.194,0.217,0.211,0.072,0.298,0.081,0.194,,0.89,3.61,2.61,NA,30/06/2002,GGBR3
91,,,,,,,0.294,0.078,0.171,,NA,3.56,2.56,NA,31/03/2002,GGBR3
92,0.114,0.128,0.172,0.194,0.196,0.067,0.281,0.079,0.182,,0.85,3.64,2.64,NA,31/12/2001,GGBR3
93,,,,,,,0.266,0.076,0.212,,NA,3.02,2.02,NA,30/09/2001,GGBR3
94,,,,,,,0.252,0.074,0.178,,NA,2.92,1.92,NA,30/06/2001,GGBR3
95,0.125,0.136,0.19,0.206,0.173,0.093,0.319,0.132,0.255,,0.71,1.86,0.86,NA,31/03/2001,GGBR3
96,0.098,0.114,0.149,0.173,0.19,0.062,0.258,0.076,0.164,,0.82,2.92,1.92,NA,31/12/2000,GGBR3
97,0.105,0.112,0.16,0.17,0.186,0.1,0.327,0.143,0.217,,0.70,1.89,0.89,NA,30/09/2000,GGBR3
98,0.122,0.13,0.185,0.198,0.199,0.108,0.341,0.155,0.251,,0.70,1.86,0.86,NA,30/06/2000,GGBR3
99,0.116,0.124,0.176,0.188,0.19,0.102,0.353,0.152,0.251,,0.67,1.85,0.85,NA,31/03/2000,GGBR3
0,0.096,0.087,0.146,0.132,0.093,0.061,0.137,0.068,0.112,0.158,0.90,1.50,0.50,0.55,31/12/2024,GGBR4
1,0.092,0.082,0.14,0.125,0.095,0.063,0.136,0.074,0.114,0.162,0.85,1.48,0.48,0.42,30/09/2024,GGBR4
2,0.099,0.088,0.151,0.134,0.103,0.069,0.14,0.078,0.118,0.167,0.88,1.49,0.49,0.71,30/06/2024,GGBR4
3,0.115,0.101,0.174,0.153,0.13,0.084,0.153,0.096,0.134,0.182,0.87,1.48,0.48,0.61,31/03/2024,GGBR4
4,0.141,0.123,0.214,0.186,0.163,0.102,0.164,0.109,0.152,0.197,0.93,1.53,0.53,0.58,31/12/2023,GGBR4
5,0.164,0.142,0.249,0.216,0.165,0.102,0.175,0.113,0.167,0.209,0.90,1.51,0.51,0.57,30/09/2023,GGBR4
6,0.199,0.173,0.302,0.262,0.202,0.123,0.191,0.125,0.185,0.225,0.98,1.51,0.51,0.48,30/06/2023,GGBR4
7,0.257,0.224,0.39,0.339,0.277,0.164,0.212,0.145,0.21,0.247,1.13,1.56,0.56,0.48,31/03/2023,GGBR4
8,0.264,0.223,0.399,0.338,0.268,0.155,0.228,0.139,0.215,0.251,1.12,1.60,0.60,0.49,31/12/2022,GGBR4
9,0.285,0.241,0.432,0.365,0.335,0.183,0.244,0.16,0.23,0.262,1.14,1.62,0.62,0.30,30/09/2022,GGBR4
10,0.366,0.308,0.554,0.466,0.455,0.244,0.263,0.19,0.264,0.294,1.29,1.64,0.64,0.26,30/06/2022,GGBR4
11,0.38,0.309,0.576,0.469,0.464,0.235,0.27,0.194,0.273,0.304,1.21,1.69,0.69,0.31,31/03/2022,GGBR4
12,0.388,0.317,0.588,0.48,0.502,0.246,0.266,0.198,0.268,0.3,1.24,1.73,0.73,0.42,31/12/2021,GGBR4
13,0.327,0.27,0.496,0.409,0.416,0.205,0.26,0.184,0.271,0.307,1.11,1.83,0.83,0.61,30/09/2021,GGBR4
14,0.205,0.17,0.311,0.257,0.24,0.115,0.221,0.118,0.197,0.238,0.98,1.86,0.86,0.88,30/06/2021,GGBR4
15,0.146,0.121,0.221,0.183,0.158,0.076,0.174,0.09,0.163,0.212,0.84,1.97,0.97,1.25,31/03/2021,GGBR4
16,0.097,0.085,0.147,0.129,0.088,0.044,0.135,0.054,0.119,0.174,0.81,2.05,1.05,1.69,31/12/2020,GGBR4
17,0.062,0.052,0.093,0.079,0.052,0.027,0.099,0.036,0.08,0.139,0.75,2.03,1.03,2.78,30/09/2020,GGBR4
18,0.049,0.042,0.074,0.064,0.035,0.018,0.086,0.024,0.067,0.126,0.73,2.08,1.08,3.58,30/06/2020,GGBR4
19,0.052,0.045,0.079,0.068,0.037,0.019,0.098,0.025,0.069,0.123,0.74,2.08,1.08,3.38,31/03/2020,GGBR4
20,0.066,0.056,0.1,0.084,0.047,0.024,0.106,0.03,0.08,0.133,0.77,2.00,1.00,2.55,31/12/2019,GGBR4
21,0.06,0.051,0.09,0.077,0.056,0.026,0.118,0.036,0.079,0.129,0.73,1.94,0.94,2.50,30/09/2019,GGBR4
22,0.071,0.062,0.108,0.093,0.078,0.036,0.13,0.045,0.087,0.133,0.81,1.94,0.94,2.22,30/06/2019,GGBR4
23,0.08,0.07,0.121,0.107,0.097,0.045,0.133,0.05,0.089,0.131,0.90,1.99,0.99,2.17,31/03/2019,GGBR4
24,0.08,0.071,0.122,0.108,0.097,0.046,0.133,0.05,0.088,0.129,0.92,1.99,0.99,2.02,31/12/2018,GGBR4
25,0.043,0.037,0.066,0.056,0.022,0.01,0.131,0.012,0.05,0.092,0.86,2.11,1.11,3.70,30/09/2018,GGBR4
26,0.03,0.025,0.045,0.038,-0.005,-0.002,0.12,-0.003,0.037,0.084,0.77,2.15,1.15,4.42,30/06/2018,GGBR4
27,0.016,0.014,0.025,0.022,-0.03,-0.014,0.11,-0.019,0.022,0.074,0.73,2.13,1.13,4.99,31/03/2018,GGBR4
28,0.021,0.018,0.032,0.028,-0.015,-0.007,0.098,-0.01,0.03,0.087,0.68,2.13,1.13,4.37,31/12/2017,GGBR4
29,-0.01,-0.009,-0.016,-0.013,-0.074,-0.035,0.086,-0.057,-0.017,0.046,0.61,2.13,1.13,9.35,30/09/2017,GGBR4
30,-0.01,-0.009,-0.016,-0.013,-0.076,-0.036,0.09,-0.06,-0.017,0.049,0.60,2.16,1.16,9.14,30/06/2017,GGBR4
31,-0.01,-0.008,-0.016,-0.013,-0.069,-0.032,0.092,-0.058,-0.018,0.049,0.55,2.17,1.17,8.69,31/03/2017,GGBR4
32,-0.025,-0.021,-0.038,-0.031,-0.091,-0.041,0.092,-0.077,-0.044,0.024,0.54,2.27,1.27,17.25,31/12/2016,GGBR4
33,-0.025,-0.02,-0.038,-0.03,-0.084,-0.039,0.094,-0.076,-0.045,0.02,0.52,2.13,1.13,21.17,30/09/2016,GGBR4
34,-0.055,-0.045,-0.084,-0.068,-0.146,-0.073,0.091,-0.118,-0.085,-0.022,0.62,2.12,1.12,-17.72,30/06/2016,GGBR4
35,-0.052,-0.042,-0.078,-0.064,-0.137,-0.068,0.092,-0.112,-0.081,-0.019,0.61,2.17,1.17,-23.29,31/03/2016,GGBR4
36,-0.053,-0.044,-0.08,-0.066,-0.141,-0.072,0.098,-0.104,-0.074,-0.014,0.69,2.21,1.21,-34.25,31/12/2015,GGBR4
37,0.012,0.01,0.018,0.015,-0.032,-0.016,0.109,-0.023,0.016,0.073,0.72,2.14,1.14,6.98,30/09/2015,GGBR4
38,0.047,0.04,0.07,0.06,0.04,0.021,0.113,0.028,0.062,0.118,0.74,2.00,1.00,3.73,30/06/2015,GGBR4
