,retorno_sobre_capital_tangivel_inicial,retorno_sobre_capital_investido_inicial,retorno_sobre_capital_tangivel_inicial_pre_impostos,retorno_sobre_capital_investido_inicial_pre_impostos,retorno_sobre_patrimonio_liquido_inicial,retorno_sobre_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_do_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda,datas,tic
38,0.164,0.166,0.248,0.251,0.222,0.099,0.304,0.118,0.132,0.165,0.84,2.42,1.42,0.69,30/06/2015,WEGE3
39,0.165,0.171,0.25,0.259,0.222,0.101,0.312,0.122,0.138,0.17,0.83,2.44,1.44,0.73,31/03/2015,WEGE3
40,0.158,0.164,0.24,0.249,0.21,0.094,0.317,0.122,0.14,0.172,0.77,2.33,1.33,0.57,31/12/2014,WEGE3
41,0.157,0.164,0.238,0.249,0.215,0.097,0.318,0.123,0.141,0.172,0.79,2.27,1.27,0.19,30/09/2014,WEGE3
42,0.155,0.163,0.235,0.246,0.212,0.094,0.326,0.124,0.144,0.176,0.76,2.24,1.24,-0.03,30/06/2014,WEGE3
43,0.15,0.158,0.228,0.239,0.217,0.092,0.328,0.123,0.148,0.18,0.75,2.20,1.20,-0.11,31/03/2014,WEGE3
44,0.143,0.15,0.216,0.228,0.208,0.095,0.328,0.124,0.148,0.18,0.77,2.23,1.23,-0.13,31/12/2013,WEGE3
45,0.134,0.14,0.203,0.213,0.201,0.09,0.326,0.12,0.146,0.179,0.75,2.21,1.21,-0.04,30/09/2013,WEGE3
46,0.128,0.135,0.195,0.205,0.195,0.082,0.318,0.116,0.142,0.174,0.71,2.25,1.25,0.01,30/06/2013,WEGE3
47,0.12,0.13,0.181,0.197,0.185,0.077,0.311,0.108,0.136,0.17,0.71,2.35,1.35,0.37,31/03/2013,WEGE3
48,0.07,0.074,0.106,0.112,0.173,0.072,0.305,0.106,0.131,0.165,0.68,2.19,1.19,0.38,31/12/2012,WEGE3
49,0.113,0.131,0.171,0.198,0.174,0.072,0.301,0.105,0.126,0.16,0.69,2.24,1.24,0.63,30/09/2012,WEGE3
50,0.118,0.136,0.179,0.207,0.17,0.075,0.302,0.105,0.128,0.162,0.71,2.38,1.38,0.69,30/06/2012,WEGE3
51,0.118,0.138,0.179,0.209,0.179,0.083,0.301,0.113,0.127,0.162,0.73,2.40,1.40,0.76,31/03/2012,WEGE3
52,0.069,0.075,0.104,0.114,0.17,0.078,0.3,0.113,0.128,0.164,0.69,2.40,1.40,3.99,31/12/2011,WEGE3
53,0.112,0.129,0.169,0.196,0.17,0.078,0.302,0.115,0.13,0.168,0.68,2.41,1.41,0.24,30/09/2011,WEGE3
54,0.116,0.134,0.175,0.204,0.168,0.076,0.301,0.115,0.128,0.167,0.66,2.27,1.27,0.00,30/06/2011,WEGE3
55,0.108,0.125,0.164,0.19,0.16,0.081,0.303,0.114,0.128,0.168,0.71,2.16,1.16,-0.17,31/03/2011,WEGE3
56,0.182,0.189,0.276,0.286,0.22,0.097,0.316,0.118,0.137,0.179,0.82,2.17,1.17,3.01,31/12/2010,WEGE3
57,0.164,0.176,0.248,0.266,0.222,0.095,0.318,0.122,0.142,,0.78,2.19,1.19,NA,30/09/2010,WEGE3
58,0.179,0.188,0.27,0.285,0.24,0.101,0.334,0.13,0.155,,0.78,2.21,1.21,NA,30/06/2010,WEGE3
59,0.157,0.164,0.238,0.249,0.242,0.098,0.329,0.133,0.154,,0.73,1.97,0.97,NA,31/03/2010,WEGE3
60,0.159,0.165,0.241,0.25,0.252,0.095,0.321,0.13,0.148,,0.73,2.27,1.27,NA,31/12/2009,WEGE3
61,0.186,0.203,0.281,0.308,0.24,0.096,0.323,0.115,0.152,,0.84,2.33,1.33,NA,30/09/2009,WEGE3
62,0.241,0.267,0.365,0.405,0.265,0.106,0.318,0.112,0.157,,0.95,2.37,1.37,NA,30/06/2009,WEGE3
63,0.257,0.288,0.389,0.436,0.289,0.115,0.335,0.119,0.168,,0.96,2.49,1.49,NA,31/03/2009,WEGE3
64,0.338,0.395,0.513,0.599,0.306,0.115,0.348,0.124,0.184,,0.92,2.65,1.65,NA,31/12/2008,WEGE3
65,0.298,0.339,0.451,0.513,0.326,0.136,0.356,0.142,0.185,,0.96,2.50,1.50,NA,30/09/2008,WEGE3
66,0.314,0.357,0.476,0.541,0.349,0.14,0.361,0.147,0.182,,0.95,2.49,1.49,NA,30/06/2008,WEGE3
67,0.296,0.331,0.449,0.502,0.342,0.147,0.371,0.149,0.188,,0.99,2.52,1.52,NA,31/03/2008,WEGE3
68,0.327,0.366,0.496,0.554,0.37,0.154,0.372,0.153,0.185,,1.00,2.66,1.66,NA,31/12/2007,WEGE3
69,0.311,0.342,0.472,0.518,0.373,0.164,0.376,0.16,0.194,,1.02,2.40,1.40,NA,30/09/2007,WEGE3
70,0.291,0.318,0.44,0.482,0.386,0.156,0.369,0.163,0.19,,0.96,2.49,1.49,NA,30/06/2007,WEGE3
71,0.243,0.265,0.368,0.402,0.347,0.153,0.355,0.163,0.182,,0.94,2.32,1.32,NA,31/03/2007,WEGE3
72,0.234,0.255,0.354,0.386,0.367,0.152,0.353,0.167,0.176,,0.91,2.41,1.41,NA,31/12/2006,WEGE3
73,0.212,0.23,0.32,0.348,0.344,0.159,0.345,0.165,0.174,,0.96,2.28,1.28,NA,30/09/2006,WEGE3
74,0.22,0.24,0.333,0.364,0.344,0.154,0.341,0.162,0.163,,0.95,2.47,1.47,NA,30/06/2006,WEGE3
75,0.17,0.184,0.258,0.279,0.314,0.149,0.331,0.152,0.149,,0.99,2.26,1.26,NA,31/03/2006,WEGE3
76,0.189,0.205,0.286,0.311,0.323,0.152,0.332,0.149,0.16,,1.02,2.41,1.41,NA,31/12/2005,WEGE3
77,0.174,0.192,0.264,0.292,0.323,0.155,0.331,0.15,0.146,,1.04,2.16,1.16,NA,30/09/2005,WEGE3
78,0.189,0.209,0.286,0.316,0.388,0.162,0.345,0.156,0.157,,1.04,2.23,1.23,NA,30/06/2005,WEGE3
79,0.233,0.258,0.353,0.39,0.424,0.2,0.371,0.175,0.192,,1.14,2.10,1.10,NA,31/03/2005,WEGE3
80,0.258,0.289,0.391,0.438,0.467,0.209,0.378,0.183,0.195,,1.15,2.13,1.13,NA,31/12/2004,WEGE3
81,0.263,0.294,0.399,0.446,0.462,0.221,0.396,0.191,0.212,,1.16,2.08,1.08,NA,30/09/2004,WEGE3
82,0.297,0.338,0.45,0.512,0.477,0.214,0.398,0.195,0.216,,1.10,2.40,1.40,NA,30/06/2004,WEGE3
83,0.248,0.28,0.376,0.425,0.432,0.192,0.392,0.187,0.201,,1.03,2.12,1.12,NA,31/03/2004,WEGE3
84,0.239,0.27,0.362,0.41,0.444,0.174,0.394,0.182,0.196,,0.96,2.23,1.23,NA,31/12/2003,WEGE3
85,0.232,0.263,0.352,0.398,0.426,0.177,0.398,0.178,0.199,,0.99,2.10,1.10,NA,30/09/2003,WEGE3
86,0.252,0.289,0.382,0.437,0.44,0.205,0.392,0.18,0.202,,1.14,2.23,1.23,NA,30/06/2003,WEGE3
87,0.245,0.282,0.371,0.427,0.439,0.21,0.391,0.187,0.203,,1.12,2.25,1.25,NA,31/03/2003,WEGE3
88,0.214,0.248,0.324,0.376,0.384,0.167,0.377,0.172,0.187,,0.97,2.55,1.55,NA,31/12/2002,WEGE3
89,0.328,0.382,0.496,0.578,0.524,0.21,0.373,0.166,0.197,,1.26,2.41,1.41,NA,30/09/2002,WEGE3
90,0.274,0.33,0.415,0.5,0.346,0.139,0.381,0.159,0.212,,0.87,2.15,1.15,NA,30/06/2002,WEGE3
91,0.276,0.335,0.419,0.508,0.35,0.147,0.376,0.158,0.217,,0.93,2.10,1.10,NA,31/03/2002,WEGE3
92,0.307,0.376,0.465,0.57,0.377,0.147,0.378,0.165,0.229,,0.89,2.30,1.30,NA,31/12/2001,WEGE3
93,0.287,0.354,0.434,0.536,0.35,0.148,0.369,0.165,0.212,,0.90,2.50,1.50,NA,30/06/2001,WEGE3
94,0.245,0.296,0.372,0.448,0.31,0.139,0.369,0.156,0.204,,0.89,2.39,1.39,NA,31/03/2001,WEGE3
95,0.224,0.269,0.34,0.407,0.307,0.134,0.371,0.157,0.202,,0.85,2.57,1.57,NA,31/12/2000,WEGE3
96,0.173,0.203,0.262,0.308,0.309,0.123,0.348,0.165,0.181,,0.75,2.29,1.29,NA,30/09/2000,WEGE3
97,0.165,0.193,0.25,0.293,0.268,0.103,0.333,0.142,0.167,,0.72,2.36,1.36,NA,30/06/2000,WEGE3
98,0.152,0.177,0.23,0.268,0.247,0.099,0.342,0.137,0.16,,0.72,2.23,1.23,NA,31/03/2000,WEGE3
0,1.434,0.454,2.173,0.688,0.332,0.063,0.628,0.127,0.439,0.533,0.49,4.48,3.48,0.49,31/12/2024,WIZC3
1,2.287,0.463,3.465,0.701,0.391,0.078,0.632,0.142,0.429,0.53,0.55,4.17,3.17,0.47,30/09/2024,WIZC3
2,2.651,0.466,4.017,0.706,0.42,0.073,0.63,0.144,0.434,0.538,0.51,4.61,3.61,0.51,30/06/2024,WIZC3
3,1.251,0.447,1.896,0.677,0.421,0.072,0.62,0.143,0.42,0.528,0.50,5.04,4.04,0.51,31/03/2024,WIZC3
4,1.42,0.406,2.151,0.615,0.374,0.062,0.616,0.126,0.394,0.503,0.49,5.28,4.28,0.57,31/12/2023,WIZC3
5,2.738,0.385,4.148,0.584,0.224,0.049,0.588,0.093,0.371,0.483,0.53,4.99,3.99,0.62,30/09/2023,WIZC3
6,3.775,0.417,5.719,0.632,0.274,0.054,0.582,0.105,0.37,0.472,0.51,5.72,4.72,0.69,30/06/2023,WIZC3
7,1.563,0.438,2.368,0.664,0.323,0.059,0.58,0.114,0.364,0.46,0.52,5.87,4.87,0.71,31/03/2023,WIZC3
8,-8.994,0.456,,0.691,0.429,0.062,0.58,0.142,0.376,0.469,0.44,6.09,5.09,0.77,31/12/2022,WIZC3
9,0.439,0.401,0.666,0.608,0.399,0.128,0.582,0.178,0.411,0.476,0.72,4.59,3.59,0.56,30/09/2022,WIZC3
10,0.803,0.533,1.217,0.808,0.303,0.125,0.579,0.151,0.367,0.43,0.83,5.10,4.10,0.57,30/06/2022,WIZC3
11,0.923,0.669,1.398,1.014,0.468,0.169,0.597,0.201,0.403,0.452,0.84,5.44,4.44,0.54,31/03/2022,WIZC3
12,1.505,0.902,2.28,1.366,0.661,0.196,0.615,0.23,0.427,0.462,0.85,6.93,5.93,0.54,31/12/2021,WIZC3
13,5.259,1.248,7.968,1.892,0.518,0.223,0.661,0.209,0.381,0.426,1.07,3.12,2.12,0.54,30/09/2021,WIZC3
14,5.265,1.469,7.977,2.225,0.888,0.367,0.723,0.26,0.43,0.475,1.41,2.42,1.42,-0.08,30/06/2021,WIZC3
15,,1.545,,2.341,0.874,0.315,0.743,0.241,0.408,0.473,1.31,2.76,1.76,-0.06,31/03/2021,WIZC3
16,,1.498,,2.27,1.041,0.332,0.764,0.242,0.405,0.476,1.37,3.37,2.37,-0.08,31/12/2020,WIZC3
17,2.533,1.271,3.838,1.926,0.868,0.3,0.765,0.284,0.495,0.563,1.05,2.32,1.32,-0.42,30/09/2020,WIZC3
18,3.826,1.346,5.796,2.039,1.038,0.303,0.73,0.283,0.502,0.576,1.07,2.42,1.42,-0.23,30/06/2020,WIZC3
19,,1.405,,2.129,0.948,0.372,0.721,0.302,0.521,0.574,1.23,2.77,1.77,-0.22,31/03/2020,WIZC3
20,-5.809,1.748,-8.802,2.649,1.266,0.444,0.719,0.314,0.542,0.6,1.41,3.13,2.13,-0.11,31/12/2019,WIZC3
21,,1.161,,1.759,1.023,0.348,0.718,0.328,0.545,0.869,1.06,2.90,1.90,-0.09,30/09/2019,WIZC3
22,-3.484,1.432,-5.278,2.17,1.298,0.339,0.722,0.328,0.547,0.885,1.03,3.42,2.42,-0.03,30/06/2019,WIZC3
23,,1.15,,1.742,1.04,0.313,0.734,0.33,0.551,0.899,0.95,2.55,1.55,-0.09,31/03/2019,WIZC3
24,-7.066,1.275,,1.932,1.098,0.29,0.74,0.304,0.514,0.867,0.96,2.85,1.85,-0.06,31/12/2018,WIZC3
25,-2.366,1.369,-3.585,2.074,1.236,0.253,0.728,0.285,0.452,0.518,0.89,2.94,1.94,-0.02,30/09/2018,WIZC3
26,-4.486,1.637,-6.796,2.48,1.286,0.258,0.727,0.288,0.452,0.509,0.89,3.83,2.83,0.00,30/06/2018,WIZC3
27,1.117,0.985,1.692,1.493,0.888,0.591,0.73,0.266,0.432,0.48,2.22,3.32,2.32,0.00,31/03/2018,WIZC3
28,1.875,1.634,2.84,2.476,1.376,0.801,0.73,0.301,0.466,0.506,2.66,3.78,2.78,-0.02,31/12/2017,WIZC3
29,2.172,1.864,3.29,2.824,1.397,0.808,0.732,0.323,0.493,0.51,2.50,4.88,3.88,-0.03,30/09/2017,WIZC3
30,1.549,1.393,2.346,2.111,1.259,0.796,0.722,0.322,0.486,0.503,2.47,4.99,3.99,-0.10,30/06/2017,WIZC3
31,1.069,1.092,1.619,1.654,1.092,0.726,0.701,0.364,0.516,0.531,2.00,1.50,0.50,-0.02,31/03/2017,WIZC3
32,1.165,1.221,1.765,1.85,1.31,0.804,0.682,0.359,0.508,0.52,2.24,1.72,0.72,-0.08,31/12/2016,WIZC3
33,1.094,1.172,1.657,1.776,1.252,0.759,0.67,0.366,0.518,0.528,2.08,1.73,0.73,-0.14,30/09/2016,WIZC3
34,1.339,1.5,2.028,2.273,1.58,0.862,0.668,0.36,0.512,0.522,2.39,1.58,0.58,-0.06,30/06/2016,WIZC3
35,0.885,1.016,1.341,1.54,0.924,0.587,0.673,0.272,0.426,0.434,2.15,1.50,0.50,-0.06,31/03/2016,WIZC3
36,0.98,1.168,1.485,1.769,1.02,0.617,0.674,0.267,0.422,0.429,2.31,1.63,0.63,0.00,31/12/2015,WIZC3
37,0.924,1.1,1.4,1.668,0.938,0.568,0.68,0.249,0.404,0.409,2.28,1.65,0.65,0.00,30/09/2015,WIZC3
38,0.843,1.004,1.277,1.522,0.864,0.524,0.675,0.245,0.393,0.398,2.14,1.83,0.83,-0.01,30/06/2015,WIZC3
39,0.891,1.062,1.35,1.608,1.005,0.608,0.657,0.315,0.46,0.465,1.93,1.57,0.57,-0.05,31/03/2015,WIZC3
40,,,,,,,0.642,0.298,0.431,0.436,NA,1.65,0.65,-0.07,31/12/2014,WIZC3
0,0.356,0.559,0.539,0.848,0.465,0.101,0.171,0.07,0.08,0.099,1.43,3.93,2.93,-1.79,31/12/2024,WHRL3
1,0.3,0.409,0.455,0.62,0.22,0.059,0.172,0.045,0.095,0.112,1.32,3.88,2.88,-1.22,30/09/2024,WHRL3
2,0.375,0.516,0.568,0.781,0.145,0.04,0.169,0.029,0.106,0.122,1.38,3.82,2.82,-0.80,30/06/2024,WHRL3
3,0.406,0.557,0.615,0.845,0.169,0.045,0.164,0.033,0.11,0.124,1.36,4.01,3.01,-0.34,31/03/2024,WHRL3
4,0.313,0.399,0.474,0.605,0.116,0.03,0.171,0.022,0.094,0.108,1.36,4.62,3.62,-0.59,31/12/2023,WHRL3
5,0.238,0.3,0.361,0.455,0.146,0.044,0.163,0.032,0.082,0.097,1.36,3.71,2.71,-0.60,30/09/2023,WHRL3
6,0.186,0.229,0.281,0.347,0.153,0.043,0.159,0.032,0.071,0.087,1.32,3.67,2.67,-0.80,30/06/2023,WHRL3
7,0.204,0.259,0.309,0.392,0.18,0.043,0.162,0.034,0.068,0.081,1.27,3.74,2.74,-0.89,31/03/2023,WHRL3
8,0.236,0.309,0.358,0.468,0.198,0.046,0.156,0.039,0.07,0.084,1.18,3.88,2.88,-0.43,31/12/2022,WHRL3
9,0.316,0.418,0.48,0.633,0.216,0.06,0.165,0.05,0.078,0.094,1.21,3.31,2.31,-0.46,30/09/2022,WHRL3
10,0.582,1.006,0.882,1.525,0.409,0.103,0.172,0.072,0.086,0.101,1.43,3.57,2.57,-0.07,30/06/2022,WHRL3
11,0.98,2.841,1.486,4.304,0.412,0.117,0.169,0.079,0.09,0.107,1.48,4.19,3.19,-0.14,31/03/2022,WHRL3
12,0.935,2.284,1.416,3.461,0.509,0.138,0.177,0.086,0.096,0.113,1.60,4.35,3.35,-0.38,31/12/2021,WHRL3
13,0.84,1.403,1.273,2.126,0.514,0.16,0.184,0.096,0.105,0.121,1.65,3.61,2.61,-0.85,30/09/2021,WHRL3
14,0.729,1.111,1.104,1.684,0.527,0.17,0.196,0.088,0.117,0.134,1.93,3.96,2.96,-0.93,30/06/2021,WHRL3
15,0.282,0.324,0.427,0.491,0.246,0.103,0.196,0.081,0.109,0.128,1.27,3.51,2.51,-1.55,31/03/2021,WHRL3
16,0.283,0.326,0.429,0.494,0.236,0.093,0.202,0.077,0.106,0.126,1.21,3.69,2.69,-1.38,31/12/2020,WHRL3
17,0.158,0.194,0.24,0.294,0.209,0.085,0.193,0.069,0.09,0.108,1.23,3.22,2.22,-1.67,30/09/2020,WHRL3
18,0.111,0.143,0.169,0.216,0.55,0.169,0.174,0.18,0.055,0.075,0.94,3.09,2.09,-1.86,30/06/2020,WHRL3
19,0.167,0.215,0.253,0.325,0.6,0.185,0.177,0.193,0.075,0.094,0.96,2.38,1.38,-1.44,31/03/2020,WHRL3
20,0.219,0.277,0.331,0.42,0.81,0.228,0.169,0.229,0.091,0.111,1.00,2.53,1.53,-1.21,31/12/2019,WHRL3
21,0.183,0.232,0.277,0.352,0.696,0.224,0.169,0.239,0.084,0.109,0.94,2.47,1.47,-0.29,30/09/2019,WHRL3
22,0.191,0.241,0.29,0.366,0.268,0.087,0.166,0.091,0.091,0.116,0.96,3.25,2.25,-0.70,30/06/2019,WHRL3
23,0.128,0.168,0.194,0.254,0.196,0.067,0.16,0.07,0.066,0.092,0.96,3.25,2.25,-1.21,31/03/2019,WHRL3
24,0.086,0.12,0.131,0.182,0.081,0.026,0.158,0.029,0.039,0.066,0.90,3.55,2.55,-1.24,31/12/2018,WHRL3
25,0.156,0.201,0.236,0.305,0.155,0.054,0.194,0.038,0.052,0.074,1.43,3.10,2.10,-1.01,30/09/2018,WHRL3
26,0.132,0.153,0.2,0.232,0.14,0.053,0.197,0.039,0.052,0.075,1.35,3.07,2.07,-0.88,30/06/2018,WHRL3
27,0.103,0.119,0.156,0.18,0.168,0.065,0.195,0.044,0.042,0.064,1.48,2.91,1.91,-1.02,31/03/2018,WHRL3
28,0.109,0.128,0.166,0.195,0.181,0.066,0.2,0.046,0.041,0.063,1.44,3.06,2.06,-1.56,31/12/2017,WHRL3
29,0.053,0.061,0.08,0.092,0.152,0.058,0.182,0.04,0.02,0.042,1.47,2.87,1.87,-1.84,30/09/2017,WHRL3
30,0.087,0.102,0.132,0.155,0.158,0.057,0.186,0.04,0.032,0.054,1.44,2.63,1.63,-1.04,30/06/2017,WHRL3
31,0.094,0.112,0.143,0.169,0.153,0.056,0.182,0.039,0.037,0.058,1.44,2.58,1.58,-0.51,31/03/2017,WHRL3
32,0.082,0.098,0.124,0.148,0.133,0.048,0.172,0.034,0.033,0.053,1.41,2.73,1.73,-0.85,31/12/2016,WHRL3
33,0.115,0.136,0.175,0.206,0.119,0.043,0.183,0.03,0.05,0.069,1.43,2.60,1.60,-0.64,30/09/2016,WHRL3
34,0.071,0.082,0.107,0.124,0.079,0.03,0.165,0.02,0.029,0.047,1.52,2.78,1.78,-0.85,30/06/2016,WHRL3
35,0.109,0.129,0.166,0.195,0.129,0.044,0.16,0.03,0.039,0.057,1.46,2.75,1.75,-0.55,31/03/2016,WHRL3
36,0.152,0.182,0.23,0.276,0.143,0.046,0.169,0.031,0.044,0.062,1.52,2.80,1.80,-0.49,31/12/2015,WHRL3
37,0.214,0.259,0.324,0.393,0.188,0.07,0.187,0.045,0.065,0.083,1.54,2.73,1.73,-0.15,30/09/2015,WHRL3
38,0.306,0.37,0.464,0.561,0.297,0.108,0.204,0.064,0.091,0.109,1.69,2.67,1.67,-0.10,30/06/2015,WHRL3
39,0.259,0.311,0.393,0.471,0.228,0.086,0.212,0.061,0.09,0.106,1.42,2.94,1.94,-0.34,31/03/2015,WHRL3
40,0.367,0.458,0.557,0.694,0.302,0.108,0.217,0.073,0.109,0.126,1.47,3.09,2.09,-0.42,31/12/2014,WHRL3
41,0.256,0.306,0.388,0.463,0.264,0.107,0.214,0.073,0.099,0.116,1.47,2.71,1.71,-0.63,30/09/2014,WHRL3
42,0.28,0.336,0.425,0.509,0.334,0.127,0.218,0.082,0.105,0.122,1.55,2.74,1.74,-0.44,30/06/2014,WHRL3
43,0.325,0.389,0.493,0.59,0.387,0.141,0.226,0.087,0.114,0.131,1.63,2.64,1.64,-0.56,31/03/2014,WHRL3
