,receita_liquida,resultado_bruto,ebit,amortizacao,ebitda,lucro_liquido,lucro_por_acao,datas,tic
64,3040.0,686.18,115.57,,,-52.37,-  0.25,30/09/2008,BRFS3
65,3040.0,686.18,115.57,,,-52.37,-  0.25,30/06/2008,BRFS3
66,2830.0,624.56,83.65,,,75.88,0.37,31/03/2008,BRFS3
67,2460.0,536.45,75.08,,,51.01,0.25,31/12/2007,BRFS3
68,1920.0,556.3,150.8,,,97.55,0.52,30/09/2007,BRFS3
69,1660.0,494.72,152.97,,,90.2,0.54,30/06/2007,BRFS3
70,1530.0,411.17,91.66,,,70.81,0.43,31/03/2007,BRFS3
71,1520.0,411.09,93.73,,,62.74,0.38,31/12/2006,BRFS3
72,1340.0,350.47,54.72,,,21.44,0.16,30/09/2006,BRFS3
73,1340.0,350.47,54.72,,,21.44,0.16,30/06/2006,BRFS3
74,1200.0,251.73,-16.75,,,-26.3,-  0.20,31/03/2006,BRFS3
75,1060.0,249.44,28.45,,,10.4,0.08,31/12/2005,BRFS3
76,1340.0,396.28,142.13,,,109.05,2.44,30/09/2005,BRFS3
77,1290.0,365.24,134.5,,,96.59,2.16,30/06/2005,BRFS3
78,1200.0,329.19,119.8,,,71.79,1.61,31/03/2005,BRFS3
79,1200.0,329.19,119.8,,,71.79,1.61,31/12/2004,BRFS3
80,1370.0,379.17,109.82,,,84.29,1.89,30/09/2004,BRFS3
81,1210.0,310.9,66.59,,,40.27,0.90,30/06/2004,BRFS3
82,1090.0,305.92,120.06,,,80.32,1.80,31/03/2004,BRFS3
83,1090.0,305.92,120.06,,,80.32,1.80,31/12/2003,BRFS3
84,1090.0,345.52,145.37,,,72.07,1.61,30/09/2003,BRFS3
85,1010.0,277.62,93.89,,,38.2,0.86,30/06/2003,BRFS3
86,849.86,187.7,9.73,,,-6.71,-  0.15,31/03/2003,BRFS3
87,849.86,187.7,9.73,,,-6.71,-  0.15,31/12/2002,BRFS3
88,904.63,240.74,66.48,,,29.97,0.67,30/09/2002,BRFS3
89,635.16,174.06,39.16,,,-15.34,-  0.34,30/06/2002,BRFS3
90,635.16,174.06,39.16,,,-15.34,-  0.34,31/03/2002,BRFS3
91,621.95,174.62,49.14,,,18.14,0.41,31/12/2001,BRFS3
92,1960.0,675.66,319.78,,,159.39,3.57,31/03/2001,BRFS3
93,533.61,146.69,51.54,,,25.5,0.57,31/12/2000,BRFS3
94,533.61,146.69,51.54,,,25.5,0.57,30/09/2000,BRFS3
95,429.49,106.45,28.3,,,8.64,0.19,30/06/2000,BRFS3
96,400.73,85.03,18.89,,,4.0,0.09,31/03/2000,BRFS3
0,21260.0,2250.0,1020.0,-1290.0,2310.0,-593.0,-  0.74,30/09/2024,BRKM5
1,19080.0,1390.0,-157.0,-1290.0,1130.0,-3740.0,-  4.69,30/06/2024,BRKM5
2,17920.0,1210.0,-41.0,-1230.0,1190.0,-1350.0,-  1.69,31/03/2024,BRKM5
3,16690.0,1010.0,-1030.0,-1390.0,358.3,-1570.0,-  1.98,31/12/2023,BRKM5
4,16680.0,569.11,-620.12,-1290.0,665.33,-2420.0,-  3.04,30/09/2023,BRKM5
5,17760.0,458.58,-1640.0,-1300.0,-336.13,-770.6,-  0.97,30/06/2023,BRKM5
6,19450.0,984.83,496.07,-1230.0,1730.0,184.44,0.23,31/03/2023,BRKM5
7,18990.0,-78.31,-1840.0,-1430.0,-411.81,-1710.0,-  2.15,31/12/2022,BRKM5
8,25390.0,2230.0,690.26,-1180.0,1870.0,-1100.0,-  1.38,30/09/2022,BRKM5
9,25410.0,4080.0,1650.0,-1120.0,2770.0,-1410.0,-  1.76,30/06/2022,BRKM5
10,26730.0,5130.0,3770.0,-1010.0,4780.0,3880.0,4.87,31/03/2022,BRKM5
11,26730.0,5130.0,3770.0,-1010.0,4780.0,3880.0,4.87,31/12/2021,BRKM5
12,28210.0,6700.0,3720.0,-1370.0,5090.0,530.34,0.67,30/09/2021,BRKM5
13,26420.0,9810.0,9060.0,-922.5,9990.0,7420.0,9.31,30/06/2021,BRKM5
14,22690.0,7240.0,6740.0,-931.62,7670.0,2490.0,3.13,31/03/2021,BRKM5
15,18740.0,4940.0,1130.0,-1050.0,2180.0,846.23,1.06,31/12/2020,BRKM5
16,15990.0,3570.0,-584.29,-1060.0,474.44,-1410.0,-  1.77,30/09/2020,BRKM5
17,11190.0,1530.0,-995.61,-969.36,-26.25,-2480.0,-  3.11,30/06/2020,BRKM5
18,12620.0,1170.0,376.92,-973.49,1350.0,-3650.0,-  4.58,31/03/2020,BRKM5
19,12640.0,1580.0,-3570.0,-1020.0,-2550.0,-2920.0,-  3.67,31/12/2019,BRKM5
20,13370.0,1720.0,558.64,-876.83,1440.0,-887.8,-  1.11,30/09/2019,BRKM5
21,13340.0,1660.0,842.93,-869.32,1710.0,83.89,0.11,30/06/2019,BRKM5
22,12980.0,1760.0,2120.0,-861.71,2980.0,1360.0,1.71,31/03/2019,BRKM5
23,14840.0,1970.0,1160.0,-741.56,1900.0,-78.44,-  0.10,31/12/2018,BRKM5
24,16350.000000000002,3630.0,2790.0,-788.16,3580.0,1340.0,1.69,30/09/2018,BRKM5
25,13790.0,3280.0,2440.0,-720.91,3160.0,547.25,0.69,30/06/2018,BRKM5
26,13030.0,2700.0,1910.0,-739.95,2650.0,1050.0,1.32,31/03/2018,BRKM5
27,12630.0,3240.0,2210.0,-759.71,2970.0,386.22,0.48,31/12/2017,BRKM5
28,12160.0,3040.0,1930.0,-744.94,2680.0,799.37,1.00,30/09/2017,BRKM5
