,preço_lucro,preço_vpa,preço_receita_líquida,preço_fco,preço_fcf,preço_ativo_total,preço_ebit,preço_capital_giro,preço_ncav,ev_ebit,ev_ebitda,ev_receita_líquida,ev_fco,ev_fcf,ev_ativo_total,market_cap_empresa,enterprise_value,dividend_yield,datas,tic
61,NA,2.28,NA,0.32,NA,2.24,NA,2.74,2.80,NA,NA,NA,0.26,NA,1.83,175.38,143.12,0.0,30/09/2010,AFLT3
62,NA,2.41,NA,0.33,NA,2.37,NA,2.88,2.94,NA,NA,NA,0.27,NA,1.97,175.38,145.75,0.0,30/06/2010,AFLT3
63,NA,2.31,NA,0.33,0.33,2.27,NA,2.74,2.79,NA,NA,NA,0.28,0.28,1.91,175.38,147.36,0.0,31/03/2010,AFLT3
0,-87.21,0.98,2.02,8.17,11.43,0.54,30.55,4.33,-1.66,46.92,23.45,3.11,12.54,17.55,0.83,2070.0,3180.0,0.0374,16/12/2025,AGRO3
1,-86.39,0.97,2.00,8.09,11.32,0.54,30.26,4.29,-1.65,46.63,23.30,3.09,12.47,17.44,0.83,2050.0,3160.0,0.0377,30/09/2025,AGRO3
2,15.49,0.98,1.82,15.35,36.03,0.56,10.43,4.11,-1.88,16.12,11.81,2.82,23.73,55.72,0.86,2140.0,3310.0,0.0747,30/06/2025,AGRO3
3,6.76,0.96,1.54,31.08,-290.97,0.53,5.24,4.53,-1.56,8.44,7.02,2.48,50.01,-468.23,0.85,2090.0,3370.0,0.07629999999999999,31/03/2025,AGRO3
4,8.32,1.06,1.85,21.88,61.63,0.59,6.45,5.20,-1.81,9.83,8.05,2.81,33.33,93.89,0.90,2330.0,3550.0,0.06849999999999999,31/12/2024,AGRO3
5,8.51,1.10,2.04,127.73,-43.74,0.65,8.33,4.31,-2.49,11.74,9.04,2.87,180.01,-61.65,0.92,2500.0,3530.0,0.0638,30/09/2024,AGRO3
6,11.56,1.20,2.48,14.40,23.07,0.73,14.11,4.58,-3.07,18.81,13.14,3.30,19.20,30.75,0.97,2620.0,3490.0,0.1258,30/06/2024,AGRO3
7,11.33,1.37,2.44,10.61,14.75,0.80,15.81,4.31,-3.52,20.90,13.74,3.23,14.02,19.50,1.06,2680.0,3550.0,0.12300000000000001,31/03/2024,AGRO3
8,8.64,1.28,2.08,13.85,20.96,0.77,11.17,4.15,-3.63,14.94,10.74,2.79,18.51,28.01,1.03,2530.0,3380.0,0.1304,31/12/2023,AGRO3
9,10.22,1.17,2.13,9.49,12.07,0.76,10.57,3.61,-5.41,12.67,9.16,2.56,11.37,14.46,0.91,2620.0,3140.0,0.1258,30/09/2023,AGRO3
10,9.27,1.13,1.95,9.13,11.75,0.71,9.03,3.47,-4.20,10.80,8.17,2.33,10.92,14.05,0.85,2490.0,2980.0,0.1332,30/06/2023,AGRO3
11,42.16,1.18,2.08,11.15,14.14,0.72,38.65,3.17,-4.47,49.67,21.32,2.67,14.33,18.17,0.93,2400.0,3090.0,0.1381,31/03/2023,AGRO3
12,5.64,1.43,2.28,24.84,39.85,0.87,14.78,4.61,-4.30,17.75,12.53,2.73,29.84,47.86,1.05,2930.0,3520.0,0.1834,31/12/2022,AGRO3
13,6.59,1.32,1.74,93.70,-100.16,0.86,5.16,3.43,-8.93,5.57,5.04,1.88,101.05,-108.01,0.93,2990.0,3230.0,0.17980000000000002,30/09/2022,AGRO3
14,5.76,1.35,1.56,14.60,19.42,0.90,4.34,2.71,-121.59,4.73,4.22,1.70,15.90,21.14,0.98,3000.0,3260.0,0.15839999999999999,30/06/2022,AGRO3
15,5.87,1.36,1.75,31.04,50.90,0.96,4.44,2.35,8.34,4.53,3.95,1.79,31.67,51.93,0.98,3350.0,3420.0,0.1418,31/03/2022,AGRO3
16,9.22,1.19,1.55,11.62,13.62,0.81,3.72,2.45,158.34,3.58,3.14,1.49,11.18,13.10,0.78,2930.0,2820.0,0.0916,31/12/2021,AGRO3
17,7.43,1.12,1.79,11.22,12.08,0.73,5.64,2.12,-160.22,4.79,3.40,1.51,9.52,10.24,0.62,2600.0,2200.0,0.1033,30/09/2021,AGRO3
18,8.99,1.31,2.34,18.89,21.55,0.83,7.25,2.60,-19.59,6.75,5.28,2.18,17.58,20.07,0.78,2860.0,2660.0,0.0254,30/06/2021,AGRO3
19,23.97,1.65,2.74,20.88,24.35,1.00,7.99,6.23,-4.29,8.78,10.55,3.01,22.96,26.76,1.10,2870.0,3150.0,0.0203,31/03/2021,AGRO3
20,12.44,1.30,1.85,11.98,15.20,0.68,8.37,6.49,-1.86,11.11,16.81,2.45,15.91,20.18,0.91,1490.0,1970.0,0.0296,31/12/2020,AGRO3
21,8.76,1.12,1.77,9.01,10.90,0.63,7.81,5.83,-1.92,10.11,18.37,2.29,11.66,14.11,0.82,1350.0,1750.0,0.0325,30/09/2020,AGRO3
22,10.96,1.17,1.86,18.98,29.81,0.64,7.97,5.40,-1.92,10.99,17.35,2.56,26.15,41.09,0.88,1310.0,1810.0,0.0441,30/06/2020,AGRO3
23,7.40,1.19,2.00,14.12,21.91,0.68,8.98,4.80,-2.35,12.77,11.03,2.84,20.07,31.16,0.96,1310.0,1860.0,0.044000000000000004,31/03/2020,AGRO3
24,6.31,1.18,1.97,10.41,16.74,0.74,9.23,4.45,-3.48,12.28,10.31,2.62,13.84,22.26,0.98,1120.0,1490.0,0.0473,31/12/2019,AGRO3
25,5.41,1.02,1.82,8.94,15.46,0.65,9.25,4.62,-2.93,11.93,9.75,2.35,11.53,19.93,0.84,958.58,1240.0,0.0552,30/09/2019,AGRO3
26,5.35,1.08,1.71,18.46,123.60,0.70,5.07,4.42,-3.61,6.14,5.47,2.07,22.37,149.74,0.85,947.77,1150.0,0.045700000000000005,30/06/2019,AGRO3
27,7.02,1.00,1.69,59.28,-30.29,0.68,4.30,3.96,-4.47,5.50,4.94,2.15,75.74,-38.70,0.86,887.47,1130.0,0.048799999999999996,31/03/2019,AGRO3
28,7.33,1.05,1.70,23.44,-258.69,0.72,3.35,4.26,-4.84,4.14,3.82,2.10,28.98,-319.81,0.89,925.58,1140.0,0.046799999999999994,31/12/2018,AGRO3
29,3.56,0.96,1.62,-45.86,-14.29,0.66,3.20,3.97,-4.67,3.87,3.57,1.96,-55.47,-17.28,0.80,863.57,1040.0,0.050199999999999995,30/09/2018,AGRO3
30,6.47,1.08,2.13,-360.83,-18.01,0.69,5.08,4.83,-3.21,6.15,5.37,2.57,-436.67,-21.79,0.84,816.92,988.63,0.0168,30/06/2018,AGRO3
31,7.03,1.05,2.27,40.61,-59.37,0.77,5.79,9.66,-4.16,7.02,5.84,2.75,49.24,-71.99,0.93,750.93,910.59,0.0183,31/03/2018,AGRO3
32,13.20,1.09,2.56,26.85,-97.23,0.82,14.86,11.77,-4.66,17.72,11.71,3.05,32.02,-115.97,0.98,756.62,902.47,0.0181,31/12/2017,AGRO3
33,16.02,1.04,2.96,9.61,16.88,0.80,23.86,19.20,-4.33,26.53,16.74,3.30,10.68,18.77,0.89,711.68,791.33,0.0513,30/09/2017,AGRO3
34,24.96,1.02,3.70,10.48,17.22,0.77,-3.683.94,48.87,-3.38,-4.053.55,50.53,4.07,11.53,18.95,0.85,681.53,749.91,0.048799999999999996,30/06/2017,AGRO3
35,-88.70,1.11,5.60,14.33,24.97,0.86,-46.16,19.97,-4.71,-52.57,720.93,6.37,16.32,28.44,0.98,729.88,831.23,0.0455,31/03/2017,AGRO3
36,-19.54,1.02,6.63,-71.55,-54.53,0.81,-16.42,5.13,-19.68,-18.10,-32.16,7.32,-78.90,-60.13,0.90,668.44,737.05,0.049699999999999994,31/12/2016,AGRO3
37,-17.50,0.83,5.10,-26.97,-25.60,0.67,-14.96,3.66,-117.35,-16.13,-37.20,5.49,-29.08,-27.61,0.72,571.73,616.45,0.0182,30/09/2016,AGRO3
38,66.04,1.02,5.02,-39.27,-36.97,0.82,-27.90,5.35,-18.89,-29.73,-242.83,5.35,-41.83,-39.39,0.87,698.14,743.78,0.1166,30/06/2016,AGRO3
39,3.66,0.95,1.98,-83.15,-70.50,0.78,4.71,3.64,24.99,4.79,4.16,2.01,-84.57,-71.70,0.79,695.23,707.06,0.11710000000000001,31/03/2016,AGRO3
40,2.39,0.69,1.36,18.06,19.09,0.59,3.07,2.20,5.09,2.78,2.44,1.23,16.34,17.27,0.53,535.1,484.09,0.1521,31/12/2015,AGRO3
41,2.96,0.81,1.72,-75.76,-63.86,0.66,4.06,2.23,5.86,3.70,3.27,1.57,-69.11,-58.26,0.60,662.04,603.97,0.1229,30/09/2015,AGRO3
42,3.47,0.84,1.68,-56.22,-48.42,0.62,3.98,2.51,-39.47,4.20,3.68,1.77,-59.30,-51.08,0.65,628.27,662.72,0.0,30/06/2015,AGRO3
43,44.30,0.86,2.94,-55.90,-47.24,0.63,-31.05,10.35,-3.02,-36.69,168.12,3.47,-66.06,-55.83,0.74,546.17,645.42,0.0,31/03/2015,AGRO3
44,-79.11,0.81,2.58,-13.36,-12.80,0.60,-20.18,11.28,-2.96,-24.39,-296.09,3.12,-16.14,-15.47,0.73,486.66,588.04,0.0,31/12/2014,AGRO3
45,-52.58,0.77,2.72,-24.31,-21.31,0.58,-19.77,9.21,-3.10,-22.48,-226.55,3.09,-27.64,-24.23,0.66,458.03,520.84,0.0128,30/09/2014,AGRO3
46,-42.41,0.97,3.72,24.77,27.69,0.68,-20.71,9.68,-3.05,-21.93,-101.17,3.94,26.23,29.32,0.72,566.7,600.11,0.0104,30/06/2014,AGRO3
47,46.26,0.99,2.94,-14.48,-13.64,0.71,120.34,7.80,-3.72,136.01,23.99,3.32,-16.37,-15.42,0.80,574.88,649.7,0.0102,31/03/2014,AGRO3
48,43.10,0.77,2.54,-15.83,-13.51,0.57,-96.91,6.81,-3.16,-104.95,28.66,2.75,-17.14,-14.63,0.62,452.77,490.31,0.013000000000000001,31/12/2013,AGRO3
49,20.60,1.00,2.48,-234.49,-106.85,0.77,33.48,3.71,-31.10,32.66,12.41,2.42,-228.77,-104.25,0.75,583.64,569.41,0.0,30/09/2013,AGRO3
50,19.73,0.97,2.32,-12.19,-11.37,0.74,21.01,3.61,-21.12,21.98,10.79,2.43,-12.76,-11.89,0.77,566.7,592.86,0.0,30/06/2013,AGRO3
51,-59.32,1.01,3.03,31.48,41.99,0.79,-55.94,3.74,-72.00,-57.21,-81.92,3.10,32.19,42.94,0.80,573.71,586.64,0.0,31/03/2013,AGRO3
52,-68.55,1.02,2.99,-20.60,-17.63,0.80,-220.30,3.34,30.92,-233.45,1.248.21,3.17,-21.83,-18.68,0.85,584.22,619.11,0.0,31/12/2012,AGRO3
53,-20.86,0.98,3.32,24.10,30.09,0.74,-26.40,4.84,-8.97,-28.25,-29.93,3.55,25.78,32.20,0.80,543.33,581.32,0.0,30/09/2012,AGRO3
54,-91.22,0.91,3.26,-47.54,-33.82,0.69,-38.45,4.69,-7.43,-40.49,-44.26,3.43,-50.06,-35.61,0.73,508.27,535.17,0.0,30/06/2012,AGRO3
55,21.58,0.79,3.07,19.67,23.88,0.61,74.92,3.13,-25.07,72.35,61.20,2.96,18.99,23.06,0.59,458.62,442.88,0.0,31/03/2012,AGRO3
56,24.47,1.02,4.17,-61.98,-56.56,0.81,55.93,3.86,107.37,54.25,49.26,4.04,-60.12,-54.87,0.79,595.91,578.02,0.0,31/12/2011,AGRO3
57,16.79,0.91,3.73,-42.38,-37.79,0.70,23.65,3.25,-42.60,22.83,21.82,3.60,-40.91,-36.48,0.67,531.64,513.24,0.0,30/09/2011,AGRO3
58,39.59,1.02,5.76,-17.88,-15.87,0.78,55.21,4.21,-13.83,51.21,46.82,5.34,-16.59,-14.72,0.72,583.64,541.36,0.0,30/06/2011,AGRO3
59,81.35,1.36,6.23,-17.90,-10.61,0.84,75.52,4.20,-4.74,69.59,NA,5.74,-16.50,-9.77,0.78,624.54,575.52,0.0,31/03/2011,AGRO3
60,80.15,1.48,8.87,-151.08,-13.84,0.93,-163.23,3.80,-7.44,-141.91,NA,7.71,-131.35,-12.04,0.81,663.68,577.0,0.0,31/12/2010,AGRO3
61,-36.60,1.31,11.30,-99.78,-11.15,0.82,-15.50,4.15,-4.64,-12.99,NA,9.47,-83.60,-9.34,0.69,584.81,489.98,0.0,30/09/2010,AGRO3
62,-36.16,1.02,15.58,-21.20,-7.92,0.78,-13.20,3.32,-878.13,-10.25,NA,12.09,-16.45,-6.14,0.61,572.54,444.33,0.0,30/06/2010,AGRO3
63,435.61,0.86,12.99,-20.35,-9.43,0.68,-19.02,2.40,8.93,-12.90,NA,8.81,-13.80,-6.39,0.46,496.59,336.76,0.0,31/03/2010,AGRO3
64,89.70,1.01,16.05,-40.64,-12.24,0.86,-24.39,2.30,3.92,-16.47,NA,10.84,-27.44,-8.27,0.58,584.22,394.5,0.0,31/12/2009,AGRO3
65,317.30,1.11,18.10,-53.98,-12.44,0.96,-28.12,2.61,4.15,-19.68,NA,12.66,-37.78,-8.71,0.67,640.31,448.09,0.0,30/09/2009,AGRO3
66,544.25,0.90,14.65,16.51,-105.07,0.76,-21.50,2.11,3.61,-11.56,NA,7.88,8.87,-56.48,0.41,517.04,277.92,0.0022,30/06/2009,AGRO3
67,23.99,0.71,7.28,8.45,NA,0.59,-61.69,1.67,3.33,-27.05,NA,3.19,3.70,NA,0.26,408.96,179.31,0.0028000000000000004,31/03/2009,AGRO3
68,29.06,0.65,7.40,15.45,NA,0.52,-41.70,1.45,3.00,-14.21,NA,2.52,5.27,NA,0.18,368.06,125.44,0.0031,31/12/2008,AGRO3
69,32.70,0.91,10.86,NA,NA,0.74,-57.03,1.89,3.66,-24.21,NA,4.61,NA,NA,0.31,525.8,223.16,0.0021,30/09/2008,AGRO3
70,48.25,1.09,14.11,NA,NA,0.89,-46.00,2.20,3.95,-22.29,NA,6.84,NA,NA,0.43,640.31,310.32,0.0,30/06/2008,AGRO3
71,-351.14,1.18,148.81,NA,NA,0.94,-20.00,2.19,4.07,-8.34,NA,62.05,NA,NA,0.39,677.7,282.58,0.0,31/03/2008,AGRO3
72,-808.06,1.02,786.30,NA,NA,0.78,-15.11,1.81,3.88,-3.68,NA,191.54,NA,NA,0.19,584.22,142.31,0.0,31/12/2007,AGRO3
73,0.87,0.01,8.57,NA,NA,0.01,-0.18,0.02,0.03,12.36,NA,-577.61,NA,NA,-0.67,6.95,-468.44,0.0,30/09/2007,AGRO3
74,33.86,1.27,1.103.73,NA,NA,1.08,-24.24,1.70,2.21,-7.52,NA,342.38,NA,NA,0.33,727.36,225.63,0.0,30/06/2007,AGRO3
75,-105.93,1.25,1.779.95,NA,NA,1.13,-12.46,1.47,1.68,-3.38,NA,483.35,NA,NA,0.31,724.44,196.72,0.0,31/03/2007,AGRO3
76,-59.50,NA,3.519.42,NA,NA,0.96,-12.04,1.14,NA,-0.98,NA,285.36,NA,NA,0.08,584.22,47.37,0.0,31/12/2006,AGRO3
77,-36.82,1.13,30.518.75,NA,NA,1.12,-15.04,1.15,1.16,-1.99,NA,4.029.46,NA,NA,0.15,640.89,84.62,0.0,30/09/2006,AGRO3
78,-18.90,1.06,0.00,NA,NA,1.05,-14.36,1.06,1.06,-1.15,NA,0.00,NA,NA,0.08,584.22,46.67,0.0,30/06/2006,AGRO3
79,0.00,899.87,0.00,NA,NA,275.17,0.00,-413.65,-202.42,0.00,NA,0.00,NA,NA,275.17,706.5,706.49,0.0,31/03/2006,AGRO3
80,0.00,1.100.00,0.00,NA,NA,216.61,0.00,-274.52,-136.05,0.00,NA,0.00,NA,NA,216.60,382.1,382.07,0.0,31/12/2005,AGRO3
0,0.06,-0.41,0.04,0.74,0.71,0.03,0.11,0.15,-0.04,1.47,1.22,0.58,9.91,9.51,0.46,76.36,1020.0,0.0,16/12/2025,AGXY3
1,0.08,-0.52,0.05,0.93,0.89,0.04,0.14,0.19,-0.05,1.50,1.24,0.60,10.11,9.70,0.47,96.22,1040.0,0.0,30/09/2025,AGXY3
2,-0.64,0.23,0.04,-0.72,-0.69,0.04,-0.19,0.11,-0.07,-1.83,-2.58,0.39,-6.84,-6.50,0.35,103.01,975.3,0.0,30/06/2025,AGXY3
3,-0.04,-0.05,0.03,1.81,2.26,0.03,-0.05,-0.03,-0.01,-0.68,-0.74,0.41,23.10,28.73,0.39,106.74,1360.0,0.0,31/03/2025,AGXY3
4,-0.04,-0.08,0.03,-0.61,-0.56,0.04,-0.07,-0.04,-0.02,-0.61,-0.66,0.26,-5.50,-5.10,0.33,132.36,1200.0,0.0,31/12/2024,AGXY3
5,-0.07,-0.14,0.03,-0.68,-0.62,0.05,-0.12,-0.06,-0.02,-0.85,-0.94,0.22,-4.97,-4.58,0.34,185.82,1360.0,0.0,30/09/2024,AGXY3
6,-0.73,0.53,0.05,-54.09,-6.28,0.06,-6.66,-0.85,-0.06,-25.20,14.26,0.19,-204.66,-23.76,0.22,376.72,1430.0,0.0,30/06/2024,AGXY3
7,-0.47,0.34,0.03,-2.94,-1.79,0.04,-2.94,-2.24,-0.04,-14.66,25.52,0.17,-14.69,-8.95,0.18,285.28,1420.0,0.0,31/03/2024,AGXY3
8,-0.78,0.26,0.03,3.48,28.15,0.04,1.41,-0.49,-0.04,5.81,3.38,0.13,14.28,115.57,0.15,290.4,1190.0,0.0233,31/12/2023,AGXY3
9,-2.62,0.65,0.06,2.28,3.49,0.08,1.63,2.89,-0.10,4.50,3.26,0.18,6.29,9.65,0.23,661.09,1830.0,0.0102,30/09/2023,AGXY3
10,-4.22,0.79,0.07,-25.40,-9.78,0.09,1.91,1.70,-0.11,4.77,3.69,0.19,-63.34,-24.38,0.24,828.5,2070.0,0.008199999999999999,30/06/2023,AGXY3
11,6.19,0.78,0.10,-3.74,-3.16,0.10,1.94,1.29,-0.13,4.33,3.61,0.22,-8.37,-7.07,0.23,1120.0,2510.0,0.006,31/03/2023,AGXY3
12,49.80,0.94,0.12,-9.66,-7.14,0.14,2.64,1.37,-0.19,4.50,3.73,0.20,-16.47,-12.18,0.24,1390.0,2370.0,0.0206,31/12/2022,AGXY3
13,-19.38,1.00,0.12,-7.36,-6.16,0.15,2.74,1.29,-0.20,5.31,4.39,0.23,-14.28,-11.95,0.29,1280.0,2490.0,0.022400000000000003,30/09/2022,AGXY3
14,-77.10,1.20,0.16,-11.04,-8.09,0.19,3.76,8.06,-0.24,7.16,5.65,0.30,-21.02,-15.40,0.37,1500.0,2860.0,0.0191,30/06/2022,AGXY3
15,18.66,1.18,0.19,119.54,-53.04,0.18,6.18,4.57,-0.23,10.27,7.47,0.32,198.60,-88.12,0.31,1650.0,2750.0,0.0173,31/03/2022,AGXY3
16,14.80,1.20,0.27,53.68,-323.59,0.26,5.39,3.21,-0.37,7.69,6.03,0.38,76.58,-461.63,0.37,1750.0,2500.0,0.0,31/12/2021,AGXY3
17,16.49,1.06,0.28,NA,NA,0.24,9.92,2.22,-0.37,15.40,10.75,0.43,NA,NA,0.38,1440.0,2240.0,0.0,30/09/2021,AGXY3
18,124.40,1.28,0.33,16.39,22.04,0.28,24.32,10.90,-0.37,40.06,20.19,0.55,26.99,36.31,0.46,1270.0,2090.0,0.0,30/06/2021,AGXY3
19,56.82,1.53,0.45,17.48,21.31,0.28,7.13,9.16,-0.35,10.44,8.73,0.66,25.61,31.21,0.41,1510.0,2210.0,0.0,31/03/2021,AGXY3
20,18.08,1.45,0.56,14.33,15.94,0.35,15.33,15.38,-0.47,21.64,16.11,0.79,20.24,22.51,0.49,1470.0,2080.0,0.0,31/12/2020,AGXY3
21,129.83,10.38,1.13,-15.13,-14.44,1.43,22.51,63.16,-1.70,26.30,23.15,1.33,-17.68,-16.88,1.67,1930.0,2250.0,0.0,30/09/2020,AGXY3
22,90.94,10.27,1.30,-206.88,-108.56,1.60,26.70,25.48,-2.05,30.98,26.67,1.51,-240.02,-125.95,1.86,1930.0,2240.0,0.0,30/06/2020,AGXY3
23,115.08,10.16,1.39,68.95,95.75,1.23,29.37,13.75,-1.56,32.10,27.42,1.52,75.37,104.66,1.35,1930.0,2110.0,0.0,31/03/2020,AGXY3
24,123.84,10.04,1.34,34.98,40.29,1.36,30.28,25.72,-1.68,32.72,27.83,1.44,37.80,43.53,1.47,1930.0,2080.0,0.0,31/12/2019,AGXY3
0,2.39,0.77,0.29,24.44,25.34,0.33,2.66,1.33,-1.06,1.69,1.54,0.19,15.56,16.13,0.21,202.2,125.7,0.0,16/12/2025,AHEB3
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.0,30/09/2025,AHEB3
2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.0,30/06/2025,AHEB3
3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.0,31/03/2025,AHEB3
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.0,31/12/2024,AHEB3
5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.0,30/09/2024,AHEB3
6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.0,30/06/2024,AHEB3
7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.0,31/03/2024,AHEB3
8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.0,31/12/2023,AHEB3
9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.0,30/09/2023,AHEB3
10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,30/06/2023,AHEB3
11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.0,31/03/2023,AHEB3
12,2.64,-30.05,0.57,6.87,6.99,0.52,2.08,8.77,-0.54,1.57,1.45,0.43,5.18,5.27,0.39,170.84,128.81,0.0,31/12/2022,AHEB3
13,-5.16,-2.11,0.82,-53.44,-53.43,0.59,-22.32,-172.94,-0.46,-22.41,-161.56,0.82,-53.67,-53.65,0.59,170.77,171.58,0.0,30/09/2022,AHEB3
14,-10.60,-3.84,1.17,10.28,1.09,0.82,138.86,23.98,-0.70,126.03,23.88,1.06,9.33,0.99,0.75,254.85,232.52,0.0,30/06/2022,AHEB3
15,-7.13,-4.13,1.22,-321.10,-189.85,0.81,-38.75,26.98,-0.70,-36.53,714.69,1.15,-302.66,-178.95,0.77,244.0,229.41,0.0,31/03/2022,AHEB3
16,-3.26,-3.44,1.40,-9.42,-8.70,0.78,-5.64,-55.28,-0.63,-5.15,-6.33,1.28,-8.60,-7.94,0.71,245.12,222.22,0.0,31/12/2021,AHEB3
17,-3.74,-4.71,1.18,-23.67,-16.32,0.80,-6.08,-3.24,-0.57,-5.95,-7.60,1.16,-23.18,-15.98,0.79,228.39,221.74,0.0,30/09/2021,AHEB3
18,-4.20,-5.14,1.11,-189.43,-27.32,0.79,-7.03,-3.06,-0.56,-6.98,-8.90,1.10,-188.24,-27.15,0.78,221.66,218.17,0.0,30/06/2021,AHEB3
19,-3.90,-7.33,1.00,-228.45,-18.64,0.65,-5.73,-3.25,-0.51,-5.27,-7.07,0.92,-210.15,-17.15,0.60,184.83,168.96,0.0,31/03/2021,AHEB3
20,-8.17,54.14,0.92,6.29,8.27,0.64,-16.18,-6.11,-0.59,-11.96,-27.52,0.68,4.65,6.11,0.48,195.43,144.54,0.0,31/12/2020,AHEB3
21,-15.11,16.85,1.24,137.94,-42.21,0.80,-19.49,-7.73,-0.76,-17.50,-71.43,1.11,123.84,-37.90,0.72,204.68,184.15,0.0,30/09/2020,AHEB3
22,-6.65,26.74,1.89,-9.96,-9.16,1.00,-7.01,-7.98,-0.92,-6.66,-8.44,1.80,-9.46,-8.70,0.95,244.3,232.77,0.0,30/06/2020,AHEB3
23,-6.04,7.08,1.02,-14.42,-12.92,0.57,-6.55,-8.66,-0.58,-5.51,-8.34,0.86,-12.13,-10.87,0.48,154.82,129.11,0.0,31/03/2020,AHEB3
24,-4.42,6.91,1.64,-12.31,-11.34,0.72,-4.70,-10.77,-0.74,-4.03,-5.75,1.41,-10.58,-9.74,0.61,188.74,161.51,0.0,31/12/2019,AHEB3
25,-3.91,15.79,2.26,-10.22,-10.08,0.96,-4.10,-12.20,-0.95,-3.91,-4.90,2.16,-9.74,-9.62,0.92,232.26,221.5,0.0,30/09/2019,AHEB3
26,-6.04,16.91,2.55,-10.95,NA,1.11,-6.42,-11.98,-1.08,-6.22,-8.63,2.47,-10.61,NA,1.08,274.31,266.4,0.0,30/06/2019,AHEB3
27,-4.91,16.70,3.57,-7.41,-7.21,1.18,-5.17,-10.88,-1.14,-5.01,-6.30,3.46,-7.18,-6.99,1.14,288.65,280.66,0.0,31/03/2019,AHEB3
28,-4.37,6.01,3.08,-6.02,-5.80,0.94,-4.59,-23.48,-1.07,-4.32,-5.02,2.90,-5.65,-5.45,0.89,240.57,226.19,0.0,31/12/2018,AHEB3
29,-16.34,7.98,5.25,-14.63,117.53,2.10,-17.61,-73.45,-2.74,-16.83,-21.63,5.02,-13.98,112.35,2.01,558.34,539.27,0.0,30/09/2018,AHEB3
30,-28.07,13.54,6.77,-23.63,NA,2.98,-31.56,-36.01,-3.46,-30.53,-43.10,6.55,-22.86,NA,2.89,763.1,751.3,0.0,30/06/2018,AHEB3
31,-32.56,11.17,6.89,-21.12,NA,2.89,-37.85,-126.14,-3.78,-35.83,-54.92,6.53,-20.00,NA,2.73,788.47,759.81,0.0,31/03/2018,AHEB3
32,-29.51,7.09,5.28,-22.20,NA,2.18,-37.45,255.97,-3.18,-34.84,-63.35,4.91,-20.65,NA,2.03,611.18,577.97,0.0,31/12/2017,AHEB3
33,-8.07,14.71,5.49,-51.45,42.51,2.63,-8.61,-40.63,-2.96,-8.45,-9.26,5.39,-50.49,41.71,2.58,697.74,690.95,0.0,30/09/2017,AHEB3
34,-8.07,14.67,3.79,-95.39,NA,2.27,-8.85,-23.71,-2.41,-8.69,-9.73,3.72,-93.62,NA,2.23,583.8,576.7,0.0,30/06/2017,AHEB3
35,-8.51,15.13,3.51,-239.64,NA,2.23,-9.44,-20.47,-2.31,-9.12,-10.28,3.39,-231.43,NA,2.15,583.8,567.46,0.0,31/03/2017,AHEB3
36,-8.59,10.88,3.18,-36.26,NA,2.20,-9.38,-36.63,-2.57,-9.09,-10.26,3.08,-35.14,NA,2.14,583.8,569.54,0.0,31/12/2016,AHEB3
37,-31.99,4.54,2.37,-19.00,-16.62,1.74,-40.69,-16.69,-2.40,-40.27,-106.97,2.35,-18.81,-16.45,1.72,467.6,466.2,0.0,30/09/2016,AHEB3
38,-10.45,2.60,1.64,-14.95,NA,1.14,-11.31,-22.52,-1.87,-11.26,-15.37,1.63,-14.89,NA,1.14,310.62,309.28,0.0,30/06/2016,AHEB3
39,-13.54,3.06,1.61,-22.98,NA,1.10,-14.61,-17.06,-1.56,-13.53,-20.73,1.49,-21.27,NA,1.02,307.23,287.57,0.0,31/03/2016,AHEB3
40,-7.86,0.89,0.53,-26.66,NA,0.29,-8.97,-11.05,-0.40,-6.27,-17.00,0.37,-18.64,NA,0.20,103.64,72.47,0.0,31/12/2015,AHEB3
41,10.49,0.84,0.50,15.12,3.19,0.22,7.11,-25.98,-0.29,5.14,3.44,0.36,10.94,2.31,0.16,103.64,74.99,0.0,30/09/2015,AHEB3
42,7.50,0.84,0.48,8.36,NA,0.22,5.77,-16.60,-0.29,4.37,3.13,0.37,6.34,NA,0.17,102.51,78.57,0.0,30/06/2015,AHEB3
43,9.02,1.20,0.49,8.65,0.51,0.21,6.30,557.46,-0.25,3.99,2.79,0.31,5.49,0.33,0.13,99.83,64.01,0.0,31/03/2015,AHEB3
