,capex_tres_meses,fluxo_caixa_livre_tres_meses,capex_doze_meses,fluxo_caixa_livre_doze_meses,datas,tic
41,,23.52,-2.55,77.5,30/06/2014,ALOS3
42,,3.36,-3.5,94.04,31/03/2014,ALOS3
43,,12.43,-4.01,43.54,31/12/2013,ALOS3
44,,38.19,-4.1,81.09,30/09/2013,ALOS3
45,-1.37,40.06,-3.74,89.6,30/06/2013,ALOS3
46,-1.34,-47.15,-2.36,82.75,31/03/2013,ALOS3
47,,49.98,-1.17,173.54,31/12/2012,ALOS3
48,,46.71,-2.37,164.0,30/09/2012,ALOS3
49,,33.2,-2.64,157.42,30/06/2012,ALOS3
50,,43.65,-2.94,168.55,31/03/2012,ALOS3
51,-1.72,41.63,-3.2,164.55,31/12/2011,ALOS3
52,,39.71,,155.8,30/09/2011,ALOS3
53,,43.95,-1.26,150.88,30/06/2011,ALOS3
54,,39.25,-1.4,127.08,31/03/2011,ALOS3
0,-24.43,684.01,-256.06,887.27,30/09/2024,AMBP3
1,-34.85,165.37,-370.01,196.56,30/06/2024,AMBP3
2,-21.82,-55.93,-452.56,-154.05,31/03/2024,AMBP3
3,-174.97,93.82,-583.34,-308.37,31/12/2023,AMBP3
4,-138.38,1.22,-572.98,-281.18,30/09/2023,AMBP3
5,-117.4,-193.16,-393.18,-241.12,30/06/2023,AMBP3
6,-152.59,-210.25,-99.98,98.57,31/03/2023,AMBP3
7,-164.61,121.01,-455.02,-74.47,31/12/2022,AMBP3
8,-143.51,-143.66,-268.19,-281.99,30/09/2022,AMBP3
9,63.87,68.84,-211.68,10.38,30/06/2022,AMBP3
10,-210.76,-120.66,-313.54,-90.64,31/03/2022,AMBP3
11,22.22,-86.5,-140.79,23.81,31/12/2021,AMBP3
12,-87.01,252.61,-238.28,73.23,30/09/2021,AMBP3
13,-37.99,-136.1,-128.18,-206.23,30/06/2021,AMBP3
14,-38.01,-6.2,-125.17,-80.76,31/03/2021,AMBP3
15,,,-89.31,-79.79,31/12/2020,AMBP3
16,,,,,30/09/2020,AMBP3
17,,,,,30/06/2020,AMBP3
18,,,,,31/03/2020,AMBP3
19,,,,,31/12/2019,AMBP3
0,-2.11,9.62,-7.41,-166.63,30/09/2024,AMAR3
1,5.29,-203.54,-5.66,-132.33,30/06/2024,AMAR3
2,-7.91,-43.17,-11.7,218.5,31/03/2024,AMAR3
3,-2.68,70.47,-5.78,331.83,31/12/2023,AMAR3
4,,43.92,-7.13,569.14,30/09/2023,AMAR3
5,,147.29,-8.38,615.61,30/06/2023,AMAR3
6,-2.0,70.16,-11.4,663.56,31/03/2023,AMAR3
7,-4.03,448.51,-16.69,479.28,31/12/2022,AMAR3
8,-1.6,90.39,-26.14,63.62,30/09/2022,AMAR3
9,-3.78,105.54,-27.34,33.66,30/06/2022,AMAR3
10,-7.28,-165.14,-28.63,-84.56,31/03/2022,AMAR3
11,-13.48,76.13,-20.86,-16.41,31/12/2021,AMAR3
12,-2.8,55.41,-13.17,121.51,30/09/2021,AMAR3
13,-5.06,73.21,-20.97,148.76,30/06/2021,AMAR3
14,,-221.15,-16.96,19.3,31/03/2021,AMAR3
15,-16.39,296.7,-22.03,107.84,31/12/2020,AMAR3
16,,,,,30/09/2020,AMAR3
17,-1.05,-56.24,-19.54,-1.1,30/06/2020,AMAR3
18,-4.6,-132.62,-21.55,83.24,31/03/2020,AMAR3
19,-9.29,134.88,-19.56,195.73,31/12/2019,AMAR3
20,-7.66,80.97,,173.99,30/09/2019,AMAR3
21,,,,,30/06/2019,AMAR3
22,-2.61,-20.12,-8.12,-1.17,31/03/2019,AMAR3
23,9.88,113.14,-8.66,74.55,31/12/2018,AMAR3
24,-8.53,3.26,-31.13,-42.32,30/09/2018,AMAR3
25,-6.87,-97.45,-27.98,-10.26,30/06/2018,AMAR3
26,-3.15,55.59,-25.48,-40.34,31/03/2018,AMAR3
27,-12.59,-3.72,-27.24,-37.59,31/12/2017,AMAR3
28,-5.38,35.32,-27.96,133.07,30/09/2017,AMAR3
29,-4.37,-127.53,-44.08,139.34,30/06/2017,AMAR3
30,-4.91,58.34,-64.95,368.14,31/03/2017,AMAR3
31,-13.3,166.94,-78.84,250.7,31/12/2016,AMAR3
32,-21.5,41.6,-83.52,300.96,30/09/2016,AMAR3
33,-25.24,101.26,-73.95,397.48,30/06/2016,AMAR3
34,-18.8,-59.1,-64.73,407.5,31/03/2016,AMAR3
35,-17.98,217.2,-62.11,371.4,31/12/2015,AMAR3
36,-11.93,138.12,-66.09,375.48,30/09/2015,AMAR3
37,-16.02,111.28,-93.29,364.31,30/06/2015,AMAR3
38,-16.18,-95.19,-106.92,270.31,31/03/2015,AMAR3
39,-27.77,221.28,-134.83,130.54,31/12/2014,AMAR3
40,-33.32,126.94,-176.02,,30/09/2014,AMAR3
41,-29.65,17.29,-210.14,-46.41,30/06/2014,AMAR3
42,-44.09,-234.96,-218.14,33.01,31/03/2014,AMAR3
43,-59.59,91.1,-217.85,91.9,31/12/2013,AMAR3
44,-76.81,80.17,-225.98,67.4,30/09/2013,AMAR3
45,-37.65,96.71,-186.81,-18.17,30/06/2013,AMAR3
46,-43.79,-176.07,-167.84,-53.04,31/03/2013,AMAR3
47,-67.73,65.63,-151.1,-15.27,31/12/2012,AMAR3
48,-37.64,-5.72,-158.46,-114.76,30/09/2012,AMAR3
49,-18.68,62.75,-187.6,-111.36,30/06/2012,AMAR3
50,-27.04,-137.92,-212.21,-171.12,31/03/2012,AMAR3
51,-75.09,21.83,-221.19,-136.85,31/12/2011,AMAR3
52,-66.79,-24.24,-235.36,-150.56,30/09/2011,AMAR3
53,-43.29,-13.99,-220.42,-80.37,30/06/2011,AMAR3
54,-36.02,-120.46,-214.51,-36.21,31/03/2011,AMAR3
0,38.0,-2870.0,-227.0,-3160.0,30/09/2024,AMER3
1,-52.0,1370.0,-369.0,-610.0,30/06/2024,AMER3
2,-56.0,-3640.0,-325.0,-994.0,31/03/2024,AMER3
3,-157.0,1980.0,-329.0,-574.0,31/12/2023,AMER3
4,-104.0,-320.0,-411.22,-6160.0,30/09/2023,AMER3
5,-8.0,983.0,-388.22,-7880.0,30/06/2023,AMER3
6,-60.0,-3220.0,-517.22,-9050.0,31/03/2023,AMER3
7,-239.11,-4340.0,-623.22,-6830.0,31/12/2022,AMER3
8,-106.16,-1810.0,-537.67,-1150.0,30/09/2022,AMER3
9,-143.24,11.6,-639.69,-509.41,30/06/2022,AMER3
10,-134.71,-697.03,-562.02,-1420.0,31/03/2022,AMER3
11,-153.56,176.02,-445.55,-1270.0,31/12/2021,AMER3
12,-208.19,,-321.7,,30/09/2021,AMER3
13,-65.56,-898.68,-119.58,-1490.0,30/06/2021,AMER3
14,-18.25,-548.55,-64.15,-373.68,31/03/2021,AMER3
15,-29.7,672.53,-52.17,-113.94,31/12/2020,AMER3
16,-6.07,-719.59,-46.22,-392.16,30/09/2020,AMER3
17,-10.13,221.94,-42.7,439.2,30/06/2020,AMER3
18,-6.27,-288.81,-35.46,305.56,31/03/2020,AMER3
19,-23.76,394.31,-31.93,126.01,31/12/2019,AMER3
20,-2.54,111.76,-20.24,174.09,30/09/2019,AMER3
21,-2.9,88.31,-26.18,199.51,30/06/2019,AMER3
22,-2.74,-468.36,-26.8,201.45,31/03/2019,AMER3
23,-12.07,421.02,-26.22,404.94,31/12/2018,AMER3
24,-8.48,142.22,-15.06,274.41,30/09/2018,AMER3
25,-3.52,96.23,-7.46,265.49,30/06/2018,AMER3
26,-2.16,-254.54,-4.51,206.07,31/03/2018,AMER3
27,,290.49,-3.9,-446.31,31/12/2017,AMER3
28,,133.3,-4.17,-129.84,30/09/2017,AMER3
29,,36.82,-13.26,-726.95,30/06/2017,AMER3
30,-1.55,-906.92,-13.14,-1250.0,31/03/2017,AMER3
31,-2.04,606.96,-28.94,-814.79,31/12/2016,AMER3
32,-9.57,-463.81,-72.7,-920.27,30/09/2016,AMER3
33,-1.09,-491.12,-109.56,-769.36,30/06/2016,AMER3
34,-16.23,-466.83,-136.57,-454.75,31/03/2016,AMER3
35,-45.81,582.34,-144.63,-401.81,31/12/2015,AMER3
36,-46.43,-393.76,-143.41,-839.61,30/09/2015,AMER3
37,-28.1,-488.6,-161.07,-945.98,30/06/2015,AMER3
38,-24.29,-101.79,-197.52,-753.97,31/03/2015,AMER3
39,-44.59,144.54,-173.24,-904.99,31/12/2014,AMER3
40,-64.09,-500.13,-179.83,-867.67,30/09/2014,AMER3
41,-64.56,-549.39,-134.7,-492.04,30/06/2014,AMER3
42,,,,,31/03/2014,AMER3
43,-51.18,181.85,-85.69,192.8,31/12/2013,AMER3
44,-18.96,-124.5,-52.5,-136.48,30/09/2013,AMER3
45,-15.55,221.95,-53.61,96.67,30/06/2013,AMER3
46,,-86.51,-70.01,-194.57,31/03/2013,AMER3
47,-55.12,-91.53,-70.01,-237.39,31/12/2012,AMER3
48,,,,,30/09/2012,AMER3
49,,,,,30/06/2012,AMER3
50,-14.89,-145.86,-94.66,181.97,31/03/2012,AMER3
51,,,-100.25,71.3,31/12/2011,AMER3
52,,,,,30/09/2011,AMER3
53,,,,,30/06/2011,AMER3
54,,,,,31/03/2011,AMER3
0,-25.46,336.09,-69.06,634.38,30/09/2024,ANIM3
1,2.03,174.61,-54.67,515.8,30/06/2024,ANIM3
2,-34.5,111.71,-70.79,515.57,31/03/2024,ANIM3
3,-11.14,11.96,-92.88,407.89,31/12/2023,ANIM3
4,-11.06,217.51,-103.2,227.22,30/09/2023,ANIM3
5,-14.09,174.38,-113.5,180.74,30/06/2023,ANIM3
6,-56.6,4.04,-98.04,87.6,31/03/2023,ANIM3
7,-21.45,-168.71,-84.65,143.3,31/12/2022,ANIM3
8,-21.37,171.03,-86.4,240.06,30/09/2022,ANIM3
9,1.38,81.24,-84.49,225.44,30/06/2022,ANIM3
10,-43.21,59.74,-81.21,267.24,31/03/2022,ANIM3
11,-23.2,-71.95,-76.11,301.06,31/12/2021,ANIM3
12,-19.46,156.4,-63.89,310.25,30/09/2021,ANIM3
13,4.66,123.05,-61.39,211.21,30/06/2021,ANIM3
14,-38.11,93.56,-70.43,126.62,31/03/2021,ANIM3
15,-10.98,-62.76,-71.49,53.04,31/12/2020,ANIM3
16,-16.95,57.36,-72.35,145.26,30/09/2020,ANIM3
17,-4.38,38.46,-73.46,123.89,30/06/2020,ANIM3
18,-39.18,19.98,-79.3,97.74,31/03/2020,ANIM3
19,-11.83,29.46,-82.67,77.47,31/12/2019,ANIM3
20,-28.29,48.29,-99.45,13.72,30/09/2019,ANIM3
21,,,,,30/06/2019,ANIM3
22,-42.54,,-101.28,75.07,31/03/2019,ANIM3
23,-28.62,-34.29,-87.22,78.53,31/12/2018,ANIM3
24,-19.51,9.64,-75.33,107.75,30/09/2018,ANIM3
25,-14.58,96.04,-69.02,193.98,30/06/2018,ANIM3
26,-24.52,7.14,-67.26,93.67,31/03/2018,ANIM3
27,-4.85,6.81,-53.59,103.66,31/12/2017,ANIM3
28,-17.17,91.9,-50.22,101.88,30/09/2017,ANIM3
29,-20.72,-12.17,-43.28,110.1,30/06/2017,ANIM3
30,-10.85,17.13,-40.03,120.95,31/03/2017,ANIM3
31,-10.68,-4.18,-38.4,83.69,31/12/2016,ANIM3
32,-1.03,109.33,-33.79,43.69,30/09/2016,ANIM3
33,-17.47,-1.33,-35.61,-30.79,30/06/2016,ANIM3
34,-9.21,-20.13,-35.37,-99.59,31/03/2016,ANIM3
35,-6.07,-44.18,-43.7,-79.47,31/12/2015,ANIM3
36,-2.86,34.85,-49.29,-57.3,30/09/2015,ANIM3
37,-14.38,-67.29,-52.19,-48.1,30/06/2015,ANIM3
38,-20.39,-2.85,-47.92,23.65,31/03/2015,ANIM3
39,-11.66,-24.19,-41.65,45.86,31/12/2014,ANIM3
40,-5.76,46.22,-42.39,59.09,30/09/2014,ANIM3
41,-10.12,4.47,-38.83,24.15,30/06/2014,ANIM3
42,-14.11,19.36,-34.2,42.57,31/03/2014,ANIM3
43,-12.4,-10.96,-29.85,36.14,31/12/2013,ANIM3
44,-5.41,8.06,-22.34,64.06,30/09/2013,ANIM3
45,-4.64,23.75,-21.92,45.66,30/06/2013,ANIM3
46,-7.41,15.29,-19.96,32.01,31/03/2013,ANIM3
47,,,-17.87,29.12,31/12/2012,ANIM3
0,-347.0,923.0,-1850.0,2540.0,30/09/2024,ASAI3
1,-441.0,-349.0,-2600.0,1280.0,30/06/2024,ASAI3
2,-409.0,48.0,-2990.0,3400.0,31/03/2024,ASAI3
3,-652.0,1920.0,-3100.0,2870.0,31/12/2023,ASAI3
4,-1100.0,-337.0,-2920.0,2710.0,30/09/2023,ASAI3
5,-834.0,1780.0,-2860.0,3700.0,30/06/2023,ASAI3
6,-512.0,-488.0,-3360.0,954.0,31/03/2023,ASAI3
7,-478.0,1760.0,-3520.0,1620.0,31/12/2022,ASAI3
8,-1030.0,645.0,-3720.0,1340.0,30/09/2022,ASAI3
9,-1340.0,-965.0,-3290.0,708.0,30/06/2022,ASAI3
10,-675.0,178.0,-2520.0,1820.0,31/03/2022,ASAI3
11,-673.0,1480.0,-2020.0,1250.0,31/12/2021,ASAI3
12,-608.0,18.0,-1720.0,3550.0,30/09/2021,ASAI3
13,-564.0,151.0,-1380.0,3500.0,30/06/2021,ASAI3
14,-174.0,-393.0,-771.0,4420.0,31/03/2021,ASAI3
15,-371.0,3770.0,-958.0,2540.0,31/12/2020,ASAI3
16,-275.0,-29.0,-741.0,1450.0,30/09/2020,ASAI3
17,49.0,1070.0,-864.0,1420.0,30/06/2020,ASAI3
18,-361.0,-2270.0,-1150.0,623.0,31/03/2020,ASAI3
19,,,-995.0,2160.0,31/12/2019,ASAI3
0,-66.74,281.15,-833.35,270.76,30/09/2024,AURE3
1,-49.9,196.99,-1420.0,-707.64,30/06/2024,AURE3
2,-96.47,220.16,-1900.0,2910.0,31/03/2024,AURE3
3,-620.24,-427.54,-2090.0,2570.0,31/12/2023,AURE3
4,-649.98,-697.25,-1700.0,3070.0,30/09/2023,AURE3
5,-538.17,3810.0,-1460.0,3170.0,30/06/2023,AURE3
6,-282.41,-117.89,-1590.0,-1110.0,31/03/2023,AURE3
7,-225.34,69.97,-1570.0,-1160.0,31/12/2022,AURE3
8,-412.07,-597.73,-1580.0,-1220.0,30/09/2022,AURE3
9,-935.22,-459.41,-1550.0,-781.37,30/06/2022,AURE3
10,-267.95,-168.69,1670.0,-23.88,31/03/2022,AURE3
11,,3.3,-660.95,355.94,31/12/2021,AURE3
12,-441.64,352.63,-2960.0,-3040.0,30/09/2021,AURE3
13,-48.86,509.18,-2830.0,-2820.0,30/06/2021,AURE3
14,-18.44,213.97,-2810.0,-2980.0,31/03/2021,AURE3
0,,-28.03,,-17.87,30/09/2024,AVLL3
1,,3.42,,6.7,30/06/2024,AVLL3
2,,-5.57,,12.15,31/03/2024,AVLL3
3,,12.31,,30.2,31/12/2023,AVLL3
4,,-3.46,-3.55,86.85,30/09/2023,AVLL3
5,,8.87,-5.25,139.35,30/06/2023,AVLL3
6,,12.48,-5.03,160.83,31/03/2023,AVLL3
7,-3.25,68.95,-5.06,173.66,31/12/2022,AVLL3
8,-1.7,49.04,-3.74,97.02,30/09/2022,AVLL3
9,,30.36,-2.54,54.71,30/06/2022,AVLL3
10,,25.31,-4.19,27.19,31/03/2022,AVLL3
11,-1.93,-7.68,-4.16,-58.41,31/12/2021,AVLL3
12,,6.73,-10.3,-80.07,30/09/2021,AVLL3
13,-1.73,2.84,-11.81,-83.57,30/06/2021,AVLL3
14,,-60.29,-10.05,-123.22,31/03/2021,AVLL3
15,-8.07,-29.35,-10.16,-73.57,31/12/2020,AVLL3
16,-2.01,3.22,-3.46,-116.77,30/09/2020,AVLL3
17,,-36.82,,-77.28,30/06/2020,AVLL3
18,,-10.64,-1.52,-80.52,31/03/2020,AVLL3
19,,,-1.61,-95.0,31/12/2019,AVLL3
0,-23.63,-33.47,-210.07,-299.78,30/09/2024,AZEV3
1,,,,,30/06/2024,AZEV3
2,,,,,31/03/2024,AZEV3
3,-186.45,-266.31,-186.45,-275.95,31/12/2023,AZEV3
4,,-9.64,,-82.58,30/09/2023,AZEV3
5,,,,,30/06/2023,AZEV3
6,,,,,31/03/2023,AZEV3
7,,-72.94,,-92.54,31/12/2022,AZEV3
8,,-19.6,-80.58,-202.29,30/09/2022,AZEV3
9,,,,,30/06/2022,AZEV3
10,,,,,31/03/2022,AZEV3
11,-80.58,-182.7,-120.83,-128.55,31/12/2021,AZEV3
12,-40.25,54.14,-40.25,60.84,30/09/2021,AZEV3
13,,,,,30/06/2021,AZEV3
14,,,,,31/03/2021,AZEV3
15,,6.7,,10.12,31/12/2020,AZEV3
16,,3.42,,4.92,30/09/2020,AZEV3
17,,,,,30/06/2020,AZEV3
18,,,,,31/03/2020,AZEV3
19,,1.5,,1.53,31/12/2019,AZEV3
20,,,,,30/09/2019,AZEV3
21,,,,-2.58,30/06/2019,AZEV3
22,,-1.09,,3.88,31/03/2019,AZEV3
23,,,,6.07,31/12/2018,AZEV3
24,,-1.87,,4.63,30/09/2018,AZEV3
25,,7.37,,5.77,30/06/2018,AZEV3
26,,1.1,,-3.55,31/03/2018,AZEV3
27,,-1.97,,-5.27,31/12/2017,AZEV3
28,,,,-22.69,30/09/2017,AZEV3
29,,-1.94,,-21.96,30/06/2017,AZEV3
30,,,-1.33,-24.71,31/03/2017,AZEV3
31,,-19.39,-1.73,-22.41,31/12/2016,AZEV3
32,,,-4.65,-6.26,30/09/2016,AZEV3
33,,-4.69,-5.48,-9.17,30/06/2016,AZEV3
34,,1.69,-5.46,1.29,31/03/2016,AZEV3
35,-3.14,-3.25,-5.33,-9.96,31/12/2015,AZEV3
36,-1.39,-2.92,-2.67,-12.32,30/09/2015,AZEV3
37,,5.76,-1.82,,30/06/2015,AZEV3
38,,-9.55,-2.91,-1.87,31/03/2015,AZEV3
39,-3.56,29.04,-5.17,10.02,31/12/2014,AZEV3
40,,,,,30/09/2014,AZEV3
41,,,,,30/06/2014,AZEV3
42,,,,,31/03/2014,AZEV3
43,-3.92,18.47,-5.53,,31/12/2013,AZEV3
44,,,,,30/09/2013,AZEV3
45,,,,,30/06/2013,AZEV3
46,,,,,31/03/2013,AZEV3
47,-4.07,23.09,-5.69,4.08,31/12/2012,AZEV3
48,,,,,30/09/2012,AZEV3
49,,,,,30/06/2012,AZEV3
50,,,,,31/03/2012,AZEV3
51,,,,,31/12/2011,AZEV3
52,,,,,30/09/2011,AZEV3
53,,,,,30/06/2011,AZEV3
54,,,,,31/03/2011,AZEV3
0,-80.52,613.29,-846.47,2860.0,30/09/2024,AZUL4
1,-204.71,973.4,-812.22,2110.0,30/06/2024,AZUL4
2,-245.89,-309.08,-668.65,1660.0,31/03/2024,AZUL4
3,-315.36,1580.0,-464.35,2980.0,31/12/2023,AZUL4
4,-46.27,-141.79,-813.02,1560.0,30/09/2023,AZUL4
5,-61.13,532.14,-819.87,2230.0,30/06/2023,AZUL4
6,-41.6,1000.0,-591.22,3130.0,31/03/2023,AZUL4
7,-160.71,1350.0,-733.79,1700.0,31/12/2022,AZUL4
8,-115.8,-55.7,-820.65,439.65,30/09/2022,AZUL4
9,-273.11,827.77,-799.66,330.75,30/06/2022,AZUL4
10,-184.17,-422.1,-632.15,-822.06,31/03/2022,AZUL4
11,-247.57,89.68,-624.29,-934.9,31/12/2021,AZUL4
12,-247.57,89.68,-624.29,-934.9,30/09/2021,AZUL4
13,-105.61,-325.04,-314.73,-467.94,30/06/2021,AZUL4
14,-176.3,-534.94,-251.12,323.55,31/03/2021,AZUL4
15,-34.41,181.96,-297.4,678.83,31/12/2020,AZUL4
16,1.59,210.08,-703.44,924.67,30/09/2020,AZUL4
17,-41.99,466.45,-951.07,1160.0,30/06/2020,AZUL4
18,-222.59,-179.66,-1130.0,1220.0,31/03/2020,AZUL4
19,-463.93,427.81,-1370.0,1230.0,31/12/2019,AZUL4
20,-279.09,457.6,-842.2,228.59,30/09/2019,AZUL4
21,-223.87,526.53,-690.49,238.15,30/06/2019,AZUL4
22,-401.69,-185.88,-575.4,-12.84,31/03/2019,AZUL4
23,-214.18,86.71,-391.48,51.58,31/12/2018,AZUL4
24,16.19,215.69,-296.57,-114.57,30/09/2018,AZUL4
25,-11.57,52.26,-401.67,4.44,30/06/2018,AZUL4
26,-181.93,-303.08,-560.79,-412.62,31/03/2018,AZUL4
27,-119.26,-79.44,-412.18,-116.68,31/12/2017,AZUL4
28,-62.4,361.21,-419.05,132.51,30/09/2017,AZUL4
29,-188.08,-377.88,-291.44,-266.82,30/06/2017,AZUL4
30,-42.44,-20.57,21.36,168.41,31/03/2017,AZUL4
31,,,89.85,120.21,31/12/2016,AZUL4
0,-115.46,-150.39,-285.74,10.85,30/09/2024,AZZA3
1,-66.8,23.27,-217.99,228.14,30/06/2024,AZZA3
2,-41.51,-97.25,-225.72,207.78,31/03/2024,AZZA3
3,-61.97,235.22,-235.2,177.39,31/12/2023,AZZA3
4,-47.71,66.9,-245.84,-47.64,30/09/2023,AZZA3
5,-74.52,2.91,-261.83,-173.94,30/06/2023,AZZA3
6,-51.0,-127.64,-243.31,-177.18,31/03/2023,AZZA3
7,-72.61,10.2,-233.14,-94.89,31/12/2022,AZZA3
8,-63.7,-59.41,-223.54,-31.22,30/09/2022,AZZA3
9,-56.0,,-222.54,1.23,30/06/2022,AZZA3
10,-40.84,-45.35,-195.87,-1.41,31/03/2022,AZZA3
11,-63.01,73.87,-167.41,74.53,31/12/2021,AZZA3
12,-62.69,-29.54,-118.86,161.84,30/09/2021,AZZA3
13,-29.34,4.42,-65.52,237.99,30/06/2021,AZZA3
14,-12.37,25.78,-42.89,209.77,31/03/2021,AZZA3
15,-14.46,161.18,-44.91,175.41,31/12/2020,AZZA3
16,-9.35,46.62,-53.28,52.86,30/09/2020,AZZA3
17,-6.71,-23.81,-55.45,54.05,30/06/2020,AZZA3
18,-14.39,-8.58,-65.24,102.54,31/03/2020,AZZA3
19,-22.83,38.63,-59.48,145.4,31/12/2019,AZZA3
20,-11.52,47.8,-43.55,134.9,30/09/2019,AZZA3
21,-16.5,24.69,-45.76,100.33,30/06/2019,AZZA3
22,-8.63,34.29,-44.28,86.99,31/03/2019,AZZA3
23,-6.9,24.95,-42.18,75.66,31/12/2018,AZZA3
24,-13.74,14.05,-42.87,89.07,30/09/2018,AZZA3
25,-15.02,13.03,-33.59,103.78,30/06/2018,AZZA3
26,-6.53,23.63,-24.17,125.93,31/03/2018,AZZA3
27,-7.59,38.36,-20.86,153.03,31/12/2017,AZZA3
28,-4.45,28.76,-17.18,156.44,30/09/2017,AZZA3
29,-5.6,35.18,-15.33,151.13,30/06/2017,AZZA3
30,-3.22,50.73,-17.27,114.22,31/03/2017,AZZA3
31,-3.91,41.77,-21.95,79.76,31/12/2016,AZZA3
32,-2.6,23.45,-21.94,83.34,30/09/2016,AZZA3
33,-7.54,-1.72,-23.18,60.67,30/06/2016,AZZA3
34,-7.9,16.27,-19.56,71.67,31/03/2016,AZZA3
35,-3.91,45.34,-21.95,69.3,31/12/2015,AZZA3
36,-3.83,,-31.92,43.47,30/09/2015,AZZA3
37,-3.92,9.28,-40.41,64.23,30/06/2015,AZZA3
38,-10.29,13.9,-48.6,51.67,31/03/2015,AZZA3
39,-13.88,19.51,-45.71,64.26,31/12/2014,AZZA3
40,-12.32,21.54,-49.29,45.74,30/09/2014,AZZA3
41,-12.11,-3.28,-47.31,24.48,30/06/2014,AZZA3
42,-7.4,26.49,-39.93,31.26,31/03/2014,AZZA3
43,-13.1,,-43.76,27.98,31/12/2013,AZZA3
44,-10.49,,-39.82,12.64,30/09/2013,AZZA3
45,-8.94,3.5,-45.82,-7.81,30/06/2013,AZZA3
46,-11.23,23.21,-51.34,12.12,31/03/2013,AZZA3
47,-9.17,-14.35,-57.45,-6.22,31/12/2012,AZZA3
48,-16.48,-20.17,-61.59,-2.6,30/09/2012,AZZA3
49,-14.46,23.43,-54.72,,30/06/2012,AZZA3
50,-17.34,4.86,-43.84,15.76,31/03/2012,AZZA3
51,-13.31,-10.72,-30.24,12.8,31/12/2011,AZZA3
52,-9.61,-17.65,49.56,8.07,30/09/2011,AZZA3
53,-3.58,39.27,94.7,21.62,30/06/2011,AZZA3
54,-3.74,1.9,94.28,10.97,31/03/2011,AZZA3
0,-1.24,8.18,-6.86,19.26,30/09/2024,BALM4
1,-1.6,7.02,-6.45,17.11,30/06/2024,BALM4
2,-2.63,2.93,-6.97,15.36,31/03/2024,BALM4
3,-1.39,1.13,-5.3,18.34,31/12/2023,BALM4
4,,6.04,-5.28,15.32,30/09/2023,BALM4
5,-2.11,5.26,-6.93,12.13,30/06/2023,BALM4
6,,5.92,-5.34,4.05,31/03/2023,BALM4
7,-1.37,-1.89,-5.68,-2.54,31/12/2022,BALM4
8,-2.49,2.84,-6.51,5.27,30/09/2022,BALM4
9,,-2.82,-5.57,1.17,30/06/2022,BALM4
10,-1.3,,-5.34,8.0,31/03/2022,BALM4
11,-2.2,5.93,-4.77,12.87,31/12/2021,BALM4
12,-1.55,-1.27,-4.08,15.32,30/09/2021,BALM4
13,,4.01,-3.99,21.06,30/06/2021,BALM4
14,,4.2,-3.88,27.57,31/03/2021,BALM4
15,-1.52,8.38,-3.13,23.19,31/12/2020,BALM4
16,-1.46,4.48,-5.63,13.69,30/09/2020,BALM4
17,,10.52,-5.58,11.17,30/06/2020,BALM4
18,,,-6.36,3.41,31/03/2020,BALM4
19,-4.01,-1.13,-7.27,7.26,31/12/2019,BALM4
20,-1.41,1.96,-4.2,8.56,30/09/2019,BALM4
21,,2.76,-3.47,4.06,30/06/2019,BALM4
22,,3.67,-3.35,,31/03/2019,BALM4
23,,,-2.54,-5.41,31/12/2018,BALM4
24,,-2.54,-1.8,-2.92,30/09/2018,BALM4
25,,-1.97,-1.53,,30/06/2018,BALM4
26,,-1.08,,4.13,31/03/2018,BALM4
27,,2.66,-1.3,4.24,31/12/2017,BALM4
28,,1.26,-2.11,,30/09/2017,BALM4
29,,1.29,-1.92,1.22,30/06/2017,BALM4
30,,,-2.64,-2.13,31/03/2017,BALM4
31,-1.01,-2.09,-2.57,-1.8,31/12/2016,BALM4
32,,2.99,-2.28,2.86,30/09/2016,BALM4
33,-1.01,-2.05,-3.45,1.3,30/06/2016,BALM4
34,,,-2.51,2.23,31/03/2016,BALM4
35,,2.57,-2.92,1.77,31/12/2015,BALM4
36,-1.38,1.42,-3.18,,30/09/2015,BALM4
37,,-1.12,-2.34,,30/06/2015,BALM4
38,,-1.1,-3.97,-2.36,31/03/2015,BALM4
39,,,-4.39,,31/12/2014,BALM4
40,,2.02,-5.04,,30/09/2014,BALM4
41,-1.7,-4.2,-5.27,1.9,30/06/2014,BALM4
42,-1.15,1.91,-3.84,8.75,31/03/2014,BALM4
43,-1.65,,-2.85,6.02,31/12/2013,BALM4
44,,4.56,-1.88,5.59,30/09/2013,BALM4
45,,2.64,-2.19,,30/06/2013,BALM4
46,,,-3.4,-3.05,31/03/2013,BALM4
47,,,-4.92,-3.42,31/12/2012,BALM4
48,-1.08,,-5.05,-1.51,30/09/2012,BALM4
49,-1.49,-1.02,-5.81,1.21,30/06/2012,BALM4
50,-1.68,-1.2,-4.99,1.51,31/03/2012,BALM4
51,,1.13,-3.71,3.36,31/12/2011,BALM4
52,-1.84,2.29,-2.93,-3.14,30/09/2011,BALM4
53,,,-1.99,,30/06/2011,BALM4
54,,,-1.76,-2.51,31/03/2011,BALM4
0,,5.45,-4.4,28.51,30/09/2024,BAUH4
1,,8.23,-4.27,27.72,30/06/2024,BAUH4
2,,8.1,-4.17,22.01,31/03/2024,BAUH4
3,-2.07,6.73,-3.38,26.58,31/12/2023,BAUH4
4,,4.65,,25.31,30/09/2023,BAUH4
